,drug,cell_line,IC50
125407,Cediranib,CA922,1.665274
125408,Cisplatin,CA922,2.513385
125409,Crizotinib,CA922,2.473663
125410,Cyclophosphamide,CA922,5.484778
125411,Cytarabine,CA922,2.34382
125412,Dacarbazine,CA922,5.512619
125413,Dactinomycin,CA922,-3.489803
125414,Dactolisib,CA922,-0.61782
125415,Daporinad,CA922,-5.649008
125416,Dasatinib,CA922,-1.858094
125417,Dinaciclib,CA922,-3.176173
125418,Docetaxel,CA922,-5.234963
125419,Doramapimod,CA922,5.336596
125420,EHT-1864,CA922,3.158501
125421,EPZ004777,CA922,5.58399
125422,EPZ5676,CA922,5.876293
125423,Elephantin,CA922,3.571505
125424,Entinostat,CA922,2.271525
125425,Entospletinib,CA922,3.690818
125426,Epirubicin,CA922,-0.840302
125427,Fludarabine,CA922,5.470082
125428,Foretinib,CA922,1.650364
125429,Fulvestrant,CA922,3.543632
125430,GDC0810,CA922,5.003742
125431,GNE-317,CA922,1.157696
125432,GSK-LSD1,CA922,2.07056
125433,GSK1904529A,CA922,4.651302
125434,GSK2110183B,CA922,4.173544
125435,GSK2578215A,CA922,5.035219
125436,GSK2606414,CA922,3.4003
125437,GSK2801,CA922,4.165337
125438,GSK2830371,CA922,4.866672
125439,GSK343,CA922,3.582661
125440,GSK591,CA922,3.259518
125441,GW441756,CA922,3.774782
125442,Gallibiscoquinazole,CA922,2.149602
125443,Gefitinib,CA922,-0.059059
125444,Gemcitabine,CA922,-0.903544
125445,I-BET-762,CA922,2.441482
125446,I-BRD9,CA922,5.045764
125447,ICL-SIRT078,CA922,3.936609
125448,IWP-2,CA922,2.852387
125449,Ibrutinib,CA922,2.754895
125450,Ipatasertib,CA922,4.787996
125451,Irinotecan,CA922,1.483091
125452,JQ1,CA922,1.243626
125453,KRAS (G12C) Inhibitor-12,CA922,3.50874
125454,KU-55933,CA922,5.562694
125455,LCL161,CA922,5.212322
125456,LGK974,CA922,2.648827
125457,LJI308,CA922,4.402353
125458,LMP744,CA922,0.00596
125459,LY2109761,CA922,5.702643
125460,Lapatinib,CA922,0.419477
125461,Leflunomide,CA922,4.029874
125462,Lenalidomide,CA922,4.670015
125463,Lestaurtinib,CA922,1.51108
125464,Linsitinib,CA922,4.687422
125465,Luminespib,CA922,-2.521331
125466,MG-132,CA922,-2.29594
125467,MIM1,CA922,4.273675
125468,MIRA-1,CA922,5.516176
125469,MK-1775,CA922,-0.021878
125470,MK-2206,CA922,3.742509
125471,MK-8776,CA922,3.598656
125472,ML323,CA922,3.984233
125473,MN-64,CA922,4.997709
125474,Methotrexate,CA922,2.421594
125475,Mirin,CA922,5.097908
125476,Mitoxantrone,CA922,2.594962
125477,Motesanib,CA922,5.562694
125478,Mycophenolic acid,CA922,1.175288
125479,N-acetyl cysteine,CA922,9.611011
125480,NVP-ADW742,CA922,2.686337
125481,Navitoclax,CA922,1.639409
125482,Nelarabine,CA922,6.543816
125483,Nilotinib,CA922,3.845743
125484,Nutlin-3a (-),CA922,5.177722
125485,OF-1,CA922,1.920055
125486,OSI-027,CA922,2.620138
125487,OTX015,CA922,2.188297
125488,Obatoclax Mesylate,CA922,-0.010814
125489,Olaparib,CA922,4.548111
125490,Osimertinib,CA922,-0.031981
125491,Oxaliplatin,CA922,5.185887
125492,P22077,CA922,5.562694
125493,PCI-34051,CA922,5.271272
125494,PD173074,CA922,5.098844
125495,PFI-1,CA922,3.731495
125496,PFI3,CA922,5.923629
125497,PLX-4720,CA922,5.369605
125498,POMHEX,CA922,2.422806
125499,PRIMA-1MET,CA922,5.879806
125500,PRT062607,CA922,4.665739
125501,Paclitaxel,CA922,-4.749512
125502,Palbociclib,CA922,3.81629
125503,Pevonedistat,CA922,0.345849
125504,Picolinici-acid,CA922,4.768009
125505,Pictilisib,CA922,1.242601
125506,Pyridostatin,CA922,3.814579
125507,RO-3306,CA922,3.262664
125508,RVX-208,CA922,4.722725
125509,Rapamycin,CA922,-3.832019
125510,Refametinib,CA922,1.69621
125511,Ribociclib,CA922,3.446955
125512,Romidepsin,CA922,-6.142884
125513,Ruxolitinib,CA922,5.050324
125514,SB216763,CA922,5.559502
125515,SB590885,CA922,4.633323
125516,SCH772984,CA922,1.913982
125517,SN-38,CA922,-5.219046
125518,Sabutoclax,CA922,-0.25145
125519,Sapitinib,CA922,-0.309917
125520,Savolitinib,CA922,3.144589
125521,Sepantronium bromide,CA922,-4.339556
125522,Serdemetan,CA922,3.645431
125523,Sinularin,CA922,2.721428
125524,Sorafenib,CA922,1.487413
125525,Staurosporine,CA922,-3.245107
125526,TW 37,CA922,2.032964
125527,Talazoparib,CA922,4.416856
125528,Tanespimycin,CA922,0.130223
125529,Taselisib,CA922,0.035565
125530,Telomerase Inhibitor IX,CA922,-0.968785
125531,Temozolomide,CA922,6.571034
125532,Temsirolimus,CA922,2.132802
125533,Topotecan,CA922,-0.523096
125534,Trametinib,CA922,-0.625756
125535,UNC0379,CA922,4.816007
125536,UNC0638,CA922,4.828904
125537,Ulixertinib,CA922,1.767175
125538,Uprosertib,CA922,2.724051
125539,VE-822,CA922,4.912834
125540,VE821,CA922,1.526229
125541,VX-11e,CA922,1.377098
125542,Venetoclax,CA922,3.285413
125543,Vinblastine,CA922,-4.568853
125544,Vincristine,CA922,-3.523056
125545,Vinorelbine,CA922,-4.28289
125546,Vismodegib,CA922,4.590242
125547,Vorinostat,CA922,0.795859
125548,WEHI-539,CA922,2.118908
125549,WIKI4,CA922,4.238877
125550,WZ4003,CA922,5.901474
125551,Wee1 Inhibitor,CA922,1.158726
125552,Wnt-C59,CA922,4.073724
125553,XAV939,CA922,5.276121
125554,YK-4-279,CA922,1.098831
125555,ZM447439,CA922,1.960881
125556,Zoledronate,CA922,3.9033
125557,glutathione,CA922,8.661282
125558,5-Fluorouracil,HO1U1,4.258035
125559,5-azacytidine,HO1U1,2.189724
125560,A-366,HO1U1,3.327774
125561,ABT737,HO1U1,0.640643
125562,AGI-5198,HO1U1,3.21239
125563,AGK2,HO1U1,2.254913
125564,AMG-319,HO1U1,4.236075
125565,AT13148,HO1U1,0.975408
125566,AZ6102,HO1U1,2.500859
125567,AZD4547,HO1U1,3.490463
125568,AZD5363,HO1U1,-0.657724
125569,AZD6738,HO1U1,-0.015066
125570,AZD7762,HO1U1,-1.411346
125571,AZD8055,HO1U1,-1.083126
125572,AZD8186,HO1U1,3.139869
125573,Afuresertib,HO1U1,-1.578452
125574,Alisertib,HO1U1,2.744316
125575,Alpelisib,HO1U1,1.600948
125576,Avagacestat,HO1U1,5.004218
125577,Axitinib,HO1U1,3.717088
125578,BI-2536,HO1U1,1.517912
125579,BIBR-1532,HO1U1,5.428148
125580,BMS-536924,HO1U1,1.590533
125581,BMS-754807,HO1U1,4.659734
125582,Bleomycin (50 uM),HO1U1,3.30612
125583,Bortezomib,HO1U1,-5.742694
125584,Bosutinib,HO1U1,1.562705
125585,Buparlisib,HO1U1,0.205403
125586,CCT007093,HO1U1,4.358316
125587,CPI-637,HO1U1,4.619149
125588,Camptothecin,HO1U1,-1.716123
125589,Cediranib,HO1U1,1.379364
125590,Cisplatin,HO1U1,4.033876
125591,Crizotinib,HO1U1,1.674327
125592,Cyclophosphamide,HO1U1,5.471567
125593,Cytarabine,HO1U1,2.171967
125594,Dactinomycin,HO1U1,-4.806645
125595,Dactolisib,HO1U1,-3.560151
125596,Daporinad,HO1U1,-3.696056
125597,Dasatinib,HO1U1,-0.959474
125598,Docetaxel,HO1U1,-6.237228
125599,Doramapimod,HO1U1,5.531777
125600,EHT-1864,HO1U1,4.888804
125601,EPZ004777,HO1U1,3.527349
125602,EPZ5676,HO1U1,5.526511
125603,Epirubicin,HO1U1,-0.313074
125604,Foretinib,HO1U1,0.634309
125605,Fulvestrant,HO1U1,1.762222
125606,GDC0810,HO1U1,3.261774
125607,GNE-317,HO1U1,-1.287151
125608,GSK1904529A,HO1U1,2.71791
125609,GSK2578215A,HO1U1,2.412121
125610,GSK2830371,HO1U1,5.572982
125611,GSK343,HO1U1,2.771248
125612,GSK591,HO1U1,3.146248
125613,GW441756,HO1U1,3.505649
125614,Gefitinib,HO1U1,0.425396
125615,Gemcitabine,HO1U1,1.392726
125616,I-BRD9,HO1U1,3.440358
125617,ICL-SIRT078,HO1U1,2.281114
125618,Ipatasertib,HO1U1,-0.354992
125619,Irinotecan,HO1U1,2.312757
125620,JQ1,HO1U1,3.069878
125621,KU-55933,HO1U1,3.076563
125622,LGK974,HO1U1,4.538964
125623,LJI308,HO1U1,4.084237
125624,Lapatinib,HO1U1,0.924767
125625,Lenalidomide,HO1U1,4.111261
125626,Lestaurtinib,HO1U1,-0.284123
125627,Linsitinib,HO1U1,3.824968
125628,Luminespib,HO1U1,-3.604818
125629,MG-132,HO1U1,-2.076079
125630,MIM1,HO1U1,4.948274
125631,MIRA-1,HO1U1,4.878254
125632,MK-1775,HO1U1,-0.424053
125633,MK-2206,HO1U1,0.699822
125634,MK-8776,HO1U1,0.02065
125635,Methotrexate,HO1U1,2.452103
125636,Motesanib,HO1U1,5.377317
125637,Mycophenolic acid,HO1U1,0.992275
125638,N-acetyl cysteine,HO1U1,10.576734
125639,NVP-ADW742,HO1U1,1.856392
125640,Navitoclax,HO1U1,1.180467
125641,Nilotinib,HO1U1,1.600918
125642,Nutlin-3a (-),HO1U1,4.887631
125643,OSI-027,HO1U1,-0.315517
125644,Obatoclax Mesylate,HO1U1,-0.630911
125645,Olaparib,HO1U1,5.53383
125646,Osimertinib,HO1U1,-0.492839
125647,Oxaliplatin,HO1U1,3.914945
125648,P22077,HO1U1,1.867904
125649,PD173074,HO1U1,2.334545
125650,PFI-1,HO1U1,3.875226
125651,PLX-4720,HO1U1,2.669972
125652,POMHEX,HO1U1,0.311298
125653,Paclitaxel,HO1U1,-4.883709
125654,Palbociclib,HO1U1,2.255838
125655,Pevonedistat,HO1U1,0.035948
125656,Pictilisib,HO1U1,-0.409656
125657,Pyridostatin,HO1U1,2.010226
125658,RO-3306,HO1U1,3.551082
125659,Rapamycin,HO1U1,-4.028722
125660,Refametinib,HO1U1,2.062876
125661,Ribociclib,HO1U1,3.844277
125662,SB216763,HO1U1,5.41427
125663,SB590885,HO1U1,4.567651
125664,SCH772984,HO1U1,1.739049
125665,SN-38,HO1U1,-2.97845
125666,Sapitinib,HO1U1,-0.191316
125667,Savolitinib,HO1U1,2.929992
125668,Sepantronium bromide,HO1U1,-4.203514
125669,Serdemetan,HO1U1,2.40778
125670,Sorafenib,HO1U1,2.164284
125671,Staurosporine,HO1U1,-3.099403
125672,TW 37,HO1U1,-0.380062
125673,Talazoparib,HO1U1,4.054383
125674,Tanespimycin,HO1U1,-2.584635
125675,Taselisib,HO1U1,-1.204211
125676,Telomerase Inhibitor IX,HO1U1,-0.716488
125677,Temozolomide,HO1U1,4.873913
125678,Temsirolimus,HO1U1,-0.026875
125679,Trametinib,HO1U1,0.144208
125680,UNC0379,HO1U1,2.21095
125681,UNC0638,HO1U1,3.146913
125682,Ulixertinib,HO1U1,2.779901
125683,Uprosertib,HO1U1,-1.690756
125684,VE821,HO1U1,3.637888
125685,VX-11e,HO1U1,1.834513
125686,Venetoclax,HO1U1,3.659964
125687,Vinblastine,HO1U1,-3.380337
125688,Vinorelbine,HO1U1,-2.651215
125689,Vismodegib,HO1U1,4.444145
125690,Vorinostat,HO1U1,1.102029
125691,WEHI-539,HO1U1,3.814087
125692,WIKI4,HO1U1,2.871372
125693,Wee1 Inhibitor,HO1U1,1.502202
125694,YK-4-279,HO1U1,2.551631
125695,ZM447439,HO1U1,2.652695
125696,glutathione,HO1U1,8.671204
125697,5-Fluorouracil,LU134A,4.317809
125698,ABT737,LU134A,-0.990032
125699,AGI-5198,LU134A,4.578295
125700,AGI-6780,LU134A,5.016841
125701,AGK2,LU134A,2.866925
125702,AMG-319,LU134A,3.618806
125703,AT13148,LU134A,1.359704
125704,AZ6102,LU134A,3.157298
125705,AZ960,LU134A,0.625953
125706,AZD4547,LU134A,2.877796
125707,AZD5363,LU134A,0.781076
125708,AZD5582,LU134A,1.443055
125709,AZD6482,LU134A,3.160231
125710,AZD6738,LU134A,2.030266
125711,AZD7762,LU134A,0.295916
125712,AZD8186,LU134A,3.075731
125713,Afuresertib,LU134A,1.25709
125714,Alisertib,LU134A,0.169248
125715,Alpelisib,LU134A,2.388855
125716,Avagacestat,LU134A,4.842001
125717,Axitinib,LU134A,1.950856
125718,BI-2536,LU134A,-2.46973
125719,BIBR-1532,LU134A,5.257813
125720,BMS-536924,LU134A,0.042038
125721,BMS-754807,LU134A,-1.783832
125722,BX795,LU134A,2.207998
125723,Bicalutamide,LU134A,5.190784
125724,Bortezomib,LU134A,-4.725526
125725,Bosutinib,LU134A,3.640494
125726,Buparlisib,LU134A,1.582185
125727,CCT-018159,LU134A,2.316934
125728,CCT007093,LU134A,4.785393
125729,CHIR-99021,LU134A,4.028097
125730,CZC24832,LU134A,4.61751
125731,Camptothecin,LU134A,-4.677595
125732,Cediranib,LU134A,2.020863
125733,Crizotinib,LU134A,1.015859
125734,Cyclophosphamide,LU134A,5.255692
125735,Dactinomycin,LU134A,-4.929072
125736,Dactolisib,LU134A,-0.275305
125737,Daporinad,LU134A,-4.72068
125738,Dasatinib,LU134A,2.828364
125739,Dinaciclib,LU134A,-4.003208
125740,Docetaxel,LU134A,-5.129406
125741,Doramapimod,LU134A,2.455316
125742,EHT-1864,LU134A,3.662716
125743,EPZ004777,LU134A,3.515991
125744,EPZ5676,LU134A,4.463259
125745,Elesclomol,LU134A,-4.188788
125746,Entinostat,LU134A,-0.580247
125747,Entospletinib,LU134A,2.480755
125748,Epirubicin,LU134A,-3.120891
125749,Foretinib,LU134A,0.197511
125750,Fulvestrant,LU134A,2.656112
125751,GDC0810,LU134A,4.68664
125752,GNE-317,LU134A,1.040096
125753,GSK1904529A,LU134A,4.723268
125754,GSK2578215A,LU134A,4.808159
125755,GSK2606414,LU134A,4.198977
125756,GSK343,LU134A,2.432706
125757,GSK591,LU134A,3.544836
125758,GW441756,LU134A,3.647152
125759,Gefitinib,LU134A,3.543112
125760,Gemcitabine,LU134A,-3.715637
125761,I-BET-762,LU134A,1.272703
125762,I-BRD9,LU134A,4.499738
125763,IOX2,LU134A,2.092861
125764,IWP-2,LU134A,2.739838
125765,Ibrutinib,LU134A,3.422271
125766,Ipatasertib,LU134A,2.087064
125767,Irinotecan,LU134A,-0.33173
125768,JQ1,LU134A,-0.487589
125769,KRAS (G12C) Inhibitor-12,LU134A,4.055773
125770,KU-55933,LU134A,5.261045
125771,LCL161,LU134A,3.507611
125772,LGK974,LU134A,3.566278
125773,LJI308,LU134A,4.773133
125774,LY2109761,LU134A,4.606353
125775,Lapatinib,LU134A,2.951261
125776,Leflunomide,LU134A,5.251584
125777,Lenalidomide,LU134A,5.261045
125778,Lestaurtinib,LU134A,-0.51263
125779,Linsitinib,LU134A,1.635983
125780,Luminespib,LU134A,-5.144179
125781,MG-132,LU134A,-1.148369
125782,MIRA-1,LU134A,3.019098
125783,MK-1775,LU134A,-0.165423
125784,MK-2206,LU134A,0.91335
125785,MK-8776,LU134A,3.036278
125786,ML323,LU134A,4.041953
125787,MN-64,LU134A,5.261045
125788,Methotrexate,LU134A,2.902281
125789,Mirin,LU134A,4.153402
125790,Motesanib,LU134A,5.156059
125791,NVP-ADW742,LU134A,0.688145
125792,Navitoclax,LU134A,-1.742215
125793,Nilotinib,LU134A,3.234826
125794,Nutlin-3a (-),LU134A,5.146007
125795,OF-1,LU134A,4.120843
125796,OSI-027,LU134A,2.594909
125797,OTX015,LU134A,-0.931011
125798,Olaparib,LU134A,2.119094
125799,Osimertinib,LU134A,1.314798
125800,Oxaliplatin,LU134A,2.078361
125801,P22077,LU134A,1.671405
125802,PCI-34051,LU134A,3.889375
125803,PD173074,LU134A,3.760045
125804,PF-4708671,LU134A,4.412502
125805,PFI-1,LU134A,2.838452
125806,PFI3,LU134A,4.489848
125807,PLX-4720,LU134A,3.670407
125808,PRIMA-1MET,LU134A,1.501488
125809,PRT062607,LU134A,1.395261
125810,Paclitaxel,LU134A,-3.826333
125811,Palbociclib,LU134A,4.322415
125812,Pevonedistat,LU134A,-3.435412
125813,Picolinici-acid,LU134A,4.851102
125814,Pictilisib,LU134A,0.030631
125815,Piperlongumine,LU134A,0.770716
125816,Pyridostatin,LU134A,1.518499
125817,RO-3306,LU134A,2.002934
125818,RVX-208,LU134A,4.408405
125819,Rapamycin,LU134A,-1.355233
125820,Refametinib,LU134A,4.679634
125821,Ribociclib,LU134A,3.258096
125822,Ruxolitinib,LU134A,5.225965
125823,SB216763,LU134A,5.25444
125824,SB505124,LU134A,3.520113
125825,SB590885,LU134A,3.915838
125826,SCH772984,LU134A,4.706315
125827,SL0101,LU134A,4.746169
125828,SN-38,LU134A,-4.38913
125829,Sabutoclax,LU134A,0.457289
125830,Sapitinib,LU134A,3.965824
125831,Savolitinib,LU134A,2.775458
125832,Sepantronium bromide,LU134A,-5.557813
125833,Serdemetan,LU134A,3.434016
125834,Sorafenib,LU134A,2.209708
125835,Staurosporine,LU134A,-3.35757
125836,Talazoparib,LU134A,0.086888
125837,Tanespimycin,LU134A,-2.966665
125838,Taselisib,LU134A,0.414052
125839,Telomerase Inhibitor IX,LU134A,1.132477
125840,Temozolomide,LU134A,4.286906
125841,Temsirolimus,LU134A,2.062543
125842,Tozasertib,LU134A,-1.325111
125843,Trametinib,LU134A,2.805075
125844,Tretinoin,LU134A,4.675947
125845,Ulixertinib,LU134A,2.801588
125846,Uprosertib,LU134A,0.713154
125847,VE-822,LU134A,0.401649
125848,VE821,LU134A,2.825375
125849,VX-11e,LU134A,4.989003
125850,Venetoclax,LU134A,2.152235
125851,Vinorelbine,LU134A,-3.096763
125852,Vismodegib,LU134A,4.823557
125853,Vorinostat,LU134A,0.671805
125854,WEHI-539,LU134A,-0.244976
125855,WIKI4,LU134A,3.202988
125856,WZ4003,LU134A,4.970714
125857,Wee1 Inhibitor,LU134A,1.673455
125858,Wnt-C59,LU134A,5.161099
125859,XAV939,LU134A,3.744613
125860,YK-4-279,LU134A,1.86943
125861,ZM447439,LU134A,1.225767
125862,5-Fluorouracil,P30OHK,3.069788
125863,5-azacytidine,P30OHK,1.606554
125864,A-366,P30OHK,3.483882
125865,ABT737,P30OHK,-0.104973
125866,AGI-5198,P30OHK,2.847249
125867,AGI-6780,P30OHK,2.815521
125868,AGK2,P30OHK,3.410574
125869,AMG-319,P30OHK,3.194977
125870,AT13148,P30OHK,3.193927
125871,AZ6102,P30OHK,1.839163
125872,AZ960,P30OHK,0.920865
125873,AZD1208,P30OHK,3.463543
125874,AZD1332,P30OHK,2.748762
125875,AZD2014,P30OHK,0.874138
125876,AZD4547,P30OHK,0.039231
125877,AZD5153,P30OHK,-1.679947
125878,AZD5363,P30OHK,2.746884
125879,AZD5438,P30OHK,0.871566
125880,AZD5582,P30OHK,0.591612
125881,AZD5991,P30OHK,0.226966
125882,AZD6738,P30OHK,1.339447
125883,AZD7762,P30OHK,-1.001978
125884,AZD8055,P30OHK,-0.173928
125885,AZD8186,P30OHK,2.102579
125886,Acetalax,P30OHK,5.143841
125887,Afuresertib,P30OHK,2.850531
125888,Alisertib,P30OHK,-2.057593
125889,Alpelisib,P30OHK,1.835559
125890,Avagacestat,P30OHK,3.193961
125891,Axitinib,P30OHK,0.900489
125892,BI-2536,P30OHK,-3.935934
125893,BIBR-1532,P30OHK,3.551016
125894,BMS-536924,P30OHK,1.136468
125895,BMS-754807,P30OHK,-0.161565
125896,Bleomycin,P30OHK,2.4072
125897,Bleomycin (50 uM),P30OHK,3.555925
125898,Bortezomib,P30OHK,-4.653915
125899,Bosutinib,P30OHK,0.734475
125900,Buparlisib,P30OHK,0.718397
125901,CCT007093,P30OHK,4.321563
125902,CPI-637,P30OHK,0.931521
125903,CZC24832,P30OHK,3.220175
125904,Camptothecin,P30OHK,-4.100649
125905,Carmustine,P30OHK,5.032658
125906,Cediranib,P30OHK,1.777401
125907,Cisplatin,P30OHK,0.573659
125908,Crizotinib,P30OHK,0.775951
125909,Cyclophosphamide,P30OHK,3.712325
125910,Cytarabine,P30OHK,-3.189922
125911,Dacarbazine,P30OHK,4.891888
125912,Dactinomycin,P30OHK,-5.263003
125913,Dactolisib,P30OHK,-2.159879
125914,Dasatinib,P30OHK,0.56426
125915,Dinaciclib,P30OHK,-3.90001
125916,Docetaxel,P30OHK,-4.836425
125917,Doramapimod,P30OHK,4.314209
125918,EHT-1864,P30OHK,2.578841
125919,EPZ004777,P30OHK,4.03379
125920,EPZ5676,P30OHK,4.531065
125921,Elephantin,P30OHK,1.357862
125922,Entinostat,P30OHK,0.064096
125923,Entospletinib,P30OHK,0.356691
125924,Epirubicin,P30OHK,-2.526315
125925,Fludarabine,P30OHK,0.310237
125926,Foretinib,P30OHK,-0.441272
125927,Fulvestrant,P30OHK,2.774189
125928,GDC0810,P30OHK,4.112671
125929,GNE-317,P30OHK,-0.193521
125930,GSK-LSD1,P30OHK,2.024275
125931,GSK1904529A,P30OHK,3.426842
125932,GSK2110183B,P30OHK,1.267521
125933,GSK2578215A,P30OHK,4.173754
125934,GSK2606414,P30OHK,2.117914
125935,GSK2801,P30OHK,3.423345
125936,GSK2830371,P30OHK,3.323529
125937,GSK343,P30OHK,2.621156
125938,GSK591,P30OHK,4.326864
125939,GW441756,P30OHK,1.863458
125940,Gallibiscoquinazole,P30OHK,1.767792
125941,Gefitinib,P30OHK,2.358781
125942,Gemcitabine,P30OHK,-3.454321
125943,I-BET-762,P30OHK,1.194849
125944,I-BRD9,P30OHK,2.434472
125945,ICL-SIRT078,P30OHK,3.295423
125946,IWP-2,P30OHK,2.014628
125947,Ibrutinib,P30OHK,2.507565
125948,Ipatasertib,P30OHK,2.799694
125949,Irinotecan,P30OHK,0.79958
125950,JQ1,P30OHK,-1.238381
125951,KRAS (G12C) Inhibitor-12,P30OHK,1.955764
125952,KU-55933,P30OHK,4.326864
125953,LCL161,P30OHK,4.071577
125954,LGK974,P30OHK,2.750598
125955,LJI308,P30OHK,4.326864
125956,LMP744,P30OHK,-3.622577
125957,LY2109761,P30OHK,3.135673
125958,Lapatinib,P30OHK,3.154209
125959,Leflunomide,P30OHK,4.389016
125960,Lenalidomide,P30OHK,3.021876
125961,Lestaurtinib,P30OHK,-2.13351
125962,Linsitinib,P30OHK,3.417823
125963,Luminespib,P30OHK,-2.144004
125964,MG-132,P30OHK,-1.086223
125965,MIM1,P30OHK,3.910815
125966,MIRA-1,P30OHK,3.537028
125967,MK-1775,P30OHK,-0.383689
125968,MK-2206,P30OHK,2.045924
125969,MK-8776,P30OHK,2.177767
125970,ML323,P30OHK,3.515285
125971,MN-64,P30OHK,3.123668
125972,Methotrexate,P30OHK,-2.804841
125973,Mirin,P30OHK,4.116906
125974,Mitoxantrone,P30OHK,-3.287548
125975,Motesanib,P30OHK,2.807618
125976,Mycophenolic acid,P30OHK,0.649678
125977,N-acetyl cysteine,P30OHK,7.768676
125978,NVP-ADW742,P30OHK,1.67158
125979,Navitoclax,P30OHK,0.010982
125980,Nelarabine,P30OHK,2.340267
125981,Nilotinib,P30OHK,1.897278
125982,Nutlin-3a (-),P30OHK,1.694505
125983,OF-1,P30OHK,3.251763
125984,OSI-027,P30OHK,2.004941
125985,OTX015,P30OHK,-0.356371
125986,Obatoclax Mesylate,P30OHK,-0.591348
125987,Olaparib,P30OHK,2.484677
125988,Osimertinib,P30OHK,1.422273
125989,Oxaliplatin,P30OHK,1.613036
125990,P22077,P30OHK,2.518082
125991,PCI-34051,P30OHK,2.439456
125992,PD173074,P30OHK,3.022945
125993,PFI-1,P30OHK,2.373105
125994,PFI3,P30OHK,3.908807
125995,PLX-4720,P30OHK,2.780545
125996,POMHEX,P30OHK,0.004729
125997,PRIMA-1MET,P30OHK,2.379252
125998,PRT062607,P30OHK,1.065577
125999,Paclitaxel,P30OHK,-4.349331
126000,Palbociclib,P30OHK,1.855194
126001,Pevonedistat,P30OHK,-0.565235
126002,Picolinici-acid,P30OHK,4.326674
126003,Pictilisib,P30OHK,0.557675
126004,Pyridostatin,P30OHK,2.35358
126005,RO-3306,P30OHK,2.026974
126006,RVX-208,P30OHK,3.147909
126007,Rapamycin,P30OHK,-2.248199
126008,Refametinib,P30OHK,4.242653
126009,Remodelin,P30OHK,3.481255
126010,Ribociclib,P30OHK,2.844713
126011,Romidepsin,P30OHK,-5.911305
126012,Ruxolitinib,P30OHK,4.040949
126013,SB216763,P30OHK,4.325602
126014,SB590885,P30OHK,2.857589
126015,SCH772984,P30OHK,3.365892
126016,SN-38,P30OHK,-5.372538
126017,Sabutoclax,P30OHK,-2.664398
126018,Sapitinib,P30OHK,3.275497
126019,Savolitinib,P30OHK,0.919742
126020,Sepantronium bromide,P30OHK,-5.697069
126021,Serdemetan,P30OHK,2.775349
126022,Sinularin,P30OHK,3.037926
126023,Sorafenib,P30OHK,1.436877
126024,Staurosporine,P30OHK,-3.28451
126025,Talazoparib,P30OHK,-0.145767
126026,Tanespimycin,P30OHK,1.216177
126027,Taselisib,P30OHK,1.155694
126028,Telomerase Inhibitor IX,P30OHK,-0.134806
126029,Temozolomide,P30OHK,4.447633
126030,Temsirolimus,P30OHK,1.335341
126031,Topotecan,P30OHK,-1.786984
126032,Trametinib,P30OHK,2.366516
126033,UNC0379,P30OHK,2.778054
126034,UNC0638,P30OHK,2.977155
126035,Ulixertinib,P30OHK,2.966597
126036,Uprosertib,P30OHK,2.06408
126037,VE-822,P30OHK,0.431355
126038,VE821,P30OHK,2.654702
126039,VX-11e,P30OHK,3.121473
126040,Venetoclax,P30OHK,0.199165
126041,Vinblastine,P30OHK,-6.915804
126042,Vincristine,P30OHK,-4.519152
126043,Vinorelbine,P30OHK,-4.123001
126044,Vismodegib,P30OHK,3.785339
126045,Vorinostat,P30OHK,-0.127595
126046,WEHI-539,P30OHK,3.795207
126047,WIKI4,P30OHK,3.22874
126048,WZ4003,P30OHK,2.432226
126049,Wee1 Inhibitor,P30OHK,0.647625
126050,Wnt-C59,P30OHK,3.335108
126051,XAV939,P30OHK,3.406418
126052,YK-4-279,P30OHK,1.993309
126053,ZM447439,P30OHK,-0.417935
126054,Zoledronate,P30OHK,2.539245
126055,glutathione,P30OHK,8.485748
126056,5-Fluorouracil,SLVL,0.355977
126057,5-azacytidine,SLVL,2.306813
126058,A-366,SLVL,4.93341
126059,ABT737,SLVL,-1.075901
126060,AGI-5198,SLVL,5.013703
126061,AGI-6780,SLVL,2.732988
126062,AGK2,SLVL,2.743524
126063,AMG-319,SLVL,3.096877
126064,AT13148,SLVL,1.980044
126065,AZ6102,SLVL,2.141321
126066,AZ960,SLVL,1.295126
126067,AZD1208,SLVL,2.718367
126068,AZD1332,SLVL,2.917901
126069,AZD2014,SLVL,1.277883
126070,AZD4547,SLVL,3.178161
126071,AZD5153,SLVL,0.927115
126072,AZD5363,SLVL,2.153944
126073,AZD5438,SLVL,1.448955
126074,AZD5582,SLVL,0.934295
126075,AZD5991,SLVL,2.218562
126076,AZD6738,SLVL,2.386596
126077,AZD7762,SLVL,-1.010926
126078,AZD8055,SLVL,0.21303
126079,AZD8186,SLVL,4.548635
126080,Acetalax,SLVL,6.306847
126081,Afuresertib,SLVL,3.546248
126082,Alisertib,SLVL,0.52136
126083,Alpelisib,SLVL,2.217672
126084,Avagacestat,SLVL,3.707394
126085,Axitinib,SLVL,2.137387
126086,BI-2536,SLVL,-2.637229
126087,BIBR-1532,SLVL,5.214057
126088,BMS-536924,SLVL,2.332676
126089,BMS-754807,SLVL,3.69084
126090,Bleomycin,SLVL,1.668504
126091,Bleomycin (50 uM),SLVL,0.605157
126092,Bortezomib,SLVL,-5.185264
126093,Bosutinib,SLVL,1.611732
