,drug,cell_line,IC50
109938,GSK2801,LS411N,5.694605
109939,GSK2830371,LS411N,6.217223
109940,GSK343,LS411N,4.711536
109941,GSK591,LS411N,6.19992
109942,GW441756,LS411N,2.422053
109943,Gefitinib,LS411N,4.493318
109944,I-BRD9,LS411N,4.994635
109945,ICL-SIRT078,LS411N,5.873444
109946,IWP-2,LS411N,3.887764
109947,Ibrutinib,LS411N,6.206194
109948,Ipatasertib,LS411N,1.885701
109949,Irinotecan,LS411N,4.080797
109950,JNK Inhibitor VIII,LS411N,5.62533
109951,JQ1,LS411N,1.978291
109952,KRAS (G12C) Inhibitor-12,LS411N,4.530831
109953,KU-55933,LS411N,6.188179
109954,L-Oxonoreleagnine,LS411N,4.245954
109955,LCL161,LS411N,6.16681
109956,LGK974,LS411N,5.180194
109957,LJI308,LS411N,6.061584
109958,LMP744,LS411N,0.73892
109959,LY2109761,LS411N,5.709801
109960,Lapatinib,LS411N,4.735053
109961,Leflunomide,LS411N,6.160286
109962,Lenalidomide,LS411N,6.028929
109963,Lestaurtinib,LS411N,0.140629
109964,Linsitinib,LS411N,3.729703
109965,Luminespib,LS411N,-3.204662
109966,MG-132,LS411N,-1.005338
109967,MIM1,LS411N,4.693275
109968,MIRA-1,LS411N,5.836271
109969,MK-1775,LS411N,-0.295124
109970,MK-2206,LS411N,3.886354
109971,MK-8776,LS411N,1.495973
109972,ML323,LS411N,5.090743
109973,MN-64,LS411N,5.280113
109974,Methotrexate,LS411N,-2.219383
109975,Mirin,LS411N,4.377776
109976,Mitoxantrone,LS411N,1.298931
109977,Motesanib,LS411N,6.205566
109978,Mycophenolic acid,LS411N,1.653055
109979,N-acetyl cysteine,LS411N,10.506105
109980,NU7441,LS411N,4.521408
109981,NVP-ADW742,LS411N,0.386213
109982,Navitoclax,LS411N,1.851758
109983,Niraparib,LS411N,5.048298
109984,OF-1,LS411N,3.431197
109985,OTX015,LS411N,2.072182
109986,Olaparib,LS411N,6.465873
109987,Osimertinib,LS411N,3.112251
109988,Oxaliplatin,LS411N,3.208996
109989,P22077,LS411N,2.426259
109990,PCI-34051,LS411N,5.679841
109991,PD0325901,LS411N,-2.017109
109992,PD173074,LS411N,4.684636
109993,PFI-1,LS411N,4.764816
109994,PFI3,LS411N,6.005621
109995,PLX-4720,LS411N,2.107426
109996,POMHEX,LS411N,2.022989
109997,PRIMA-1MET,LS411N,4.738998
109998,PRT062607,LS411N,3.237987
109999,Paclitaxel,LS411N,-2.38438
110000,Palbociclib,LS411N,3.42307
110001,Pevonedistat,LS411N,0.26778
110002,Pictilisib,LS411N,1.74112
110003,Podophyllotoxin bromide,LS411N,-0.738685
110004,Pyridostatin,LS411N,3.710905
110005,RVX-208,LS411N,6.112988
110006,Rapamycin,LS411N,-3.65146
110007,Refametinib,LS411N,-0.024742
110008,Remodelin,LS411N,4.512396
110009,Ribociclib,LS411N,4.200666
110010,Rucaparib,LS411N,5.069641
110011,Ruxolitinib,LS411N,6.212694
110012,SB216763,LS411N,6.488222
110013,SB505124,LS411N,2.9583
110014,SCH772984,LS411N,-0.659049
110015,SGC-CBP30,LS411N,5.356903
110016,SGC0946,LS411N,2.752904
110017,SN-38,LS411N,3.504799
110018,Sabutoclax,LS411N,-1.45134
110019,Sapitinib,LS411N,6.688576
110020,Savolitinib,LS411N,3.788178
110021,Schweinfurthin A,LS411N,1.335726
110022,Selumetinib,LS411N,0.47535
110023,Sepantronium bromide,LS411N,-3.039903
110024,Serdemetan,LS411N,5.37152
110025,Sinularin,LS411N,4.027808
110026,Sorafenib,LS411N,1.304589
110027,Staurosporine,LS411N,-2.761314
110028,Talazoparib,LS411N,4.462623
110029,Tamoxifen,LS411N,2.950074
110030,Tanespimycin,LS411N,-1.296002
110031,Taselisib,LS411N,2.110037
110032,Telomerase Inhibitor IX,LS411N,0.401705
110033,Temozolomide,LS411N,6.891758
110034,Temsirolimus,LS411N,3.493036
110035,Teniposide,LS411N,1.52579
110036,Topotecan,LS411N,0.998411
110037,Trametinib,LS411N,-3.515369
110038,UMI-77,LS411N,2.390652
110039,UNC0379,LS411N,3.051576
110040,UNC0638,LS411N,5.087541
110041,Ulixertinib,LS411N,-0.010408
110042,Uprosertib,LS411N,0.404358
110043,VE-822,LS411N,3.462253
110044,VE821,LS411N,3.799274
110045,VX-11e,LS411N,0.322381
110046,Veliparib,LS411N,5.389456
110047,Vinblastine,LS411N,-3.786762
110048,Vincristine,LS411N,-2.184752
110049,Vinorelbine,LS411N,-2.213164
110050,Vismodegib,LS411N,5.812945
110051,Vorinostat,LS411N,0.890685
110052,WEHI-539,LS411N,5.734173
110053,WIKI4,LS411N,4.85573
110054,WZ4003,LS411N,5.268278
110055,Wee1 Inhibitor,LS411N,0.420501
110056,Wnt-C59,LS411N,5.392397
110057,XAV939,LS411N,5.54296
110058,YK-4-279,LS411N,4.084172
110059,ZM447439,LS411N,3.921843
110060,Zoledronate,LS411N,4.608698
110061,alpha-lipoic acid,LS411N,8.632175
110062,glutathione,LS411N,9.854453
110063,5-Fluorouracil,HT115,3.938684
110064,ABT737,HT115,3.778468
110065,AGI-6780,HT115,4.141809
110066,AGK2,HT115,4.474817
110067,AT13148,HT115,1.375161
110068,AZ6102,HT115,2.474755
110069,AZ960,HT115,1.679516
110070,AZD1208,HT115,5.681782
110071,AZD1332,HT115,4.042006
110072,AZD2014,HT115,2.528731
110073,AZD3759,HT115,1.744804
110074,AZD4547,HT115,4.287675
110075,AZD5153,HT115,2.494132
110076,AZD5363,HT115,5.408576
110077,AZD5438,HT115,1.49267
110078,AZD5582,HT115,4.543729
110079,AZD5991,HT115,5.722245
110080,AZD6482,HT115,3.754714
110081,AZD6738,HT115,3.306483
110082,AZD7762,HT115,2.616635
110083,AZD8055,HT115,-0.886328
110084,AZD8186,HT115,4.050224
110085,Acetalax,HT115,0.396119
110086,Afatinib,HT115,0.226903
110087,Afuresertib,HT115,4.25944
110088,Alisertib,HT115,0.115857
110089,Alpelisib,HT115,3.227606
110090,Avagacestat,HT115,4.256779
110091,BI-2536,HT115,-2.099379
110092,BIBR-1532,HT115,3.245034
110093,BMS-345541,HT115,3.555289
110094,BMS-536924,HT115,3.154251
110095,BMS-754807,HT115,0.051541
110096,BX795,HT115,2.542881
110097,Bicalutamide,HT115,5.329664
110098,Bleomycin,HT115,3.407478
110099,Bortezomib,HT115,-4.390642
110100,Bosutinib,HT115,3.574019
110101,Bromosporine,HT115,2.861214
110102,CCT-018159,HT115,4.196797
110103,CCT007093,HT115,5.070119
110104,CHIR-99021,HT115,1.763381
110105,CZC24832,HT115,5.250611
110106,Camptothecin,HT115,-1.347095
110107,Carmustine,HT115,6.599722
110108,Cediranib,HT115,1.227007
110109,Cyclophosphamide,HT115,5.416071
110110,Dabrafenib,HT115,5.091914
110111,Dacarbazine,HT115,5.411136
110112,Dactinomycin,HT115,-2.547109
110113,Dactolisib,HT115,-0.316183
110114,Daporinad,HT115,1.557728
110115,Dasatinib,HT115,2.272442
110116,Dihydrorotenone,HT115,0.559741
110117,Dinaciclib,HT115,-1.833335
110118,Docetaxel,HT115,-3.43144
110119,Doramapimod,HT115,5.180414
110120,EHT-1864,HT115,2.958176
110121,EPZ004777,HT115,5.608849
110122,EPZ5676,HT115,5.476772
110123,Elephantin,HT115,3.553218
110124,Elesclomol,HT115,1.201681
110125,Entospletinib,HT115,4.588044
110126,Epirubicin,HT115,0.425276
110127,Erlotinib,HT115,3.067448
110128,Fludarabine,HT115,5.116487
110129,Foretinib,HT115,0.150698
110130,Fulvestrant,HT115,3.945957
110131,GDC0810,HT115,5.175464
110132,GSK-LSD1,HT115,1.909129
110133,GSK1904529A,HT115,4.269092
110134,GSK2110183B,HT115,4.532731
110135,GSK2578215A,HT115,4.718667
110136,GSK269962A,HT115,-0.572705
110137,GSK2801,HT115,4.010092
110138,GSK343,HT115,2.337602
110139,GSK591,HT115,5.426279
110140,GW441756,HT115,3.748855
110141,Gefitinib,HT115,2.91545
110142,I-BRD9,HT115,5.386471
110143,IOX2,HT115,1.785695
110144,IWP-2,HT115,2.536107
110145,Ibrutinib,HT115,4.257236
110146,Ipatasertib,HT115,4.834653
110147,Irinotecan,HT115,3.944503
110148,JNK Inhibitor VIII,HT115,4.115749
110149,JQ1,HT115,1.450573
110150,KRAS (G12C) Inhibitor-12,HT115,5.503533
110151,KU-55933,HT115,4.973924
110152,L-Oxonoreleagnine,HT115,4.014404
110153,LCL161,HT115,5.016037
110154,LGK974,HT115,3.389348
110155,LJI308,HT115,5.426279
110156,LMP744,HT115,0.960975
110157,LY2109761,HT115,5.608218
110158,Lapatinib,HT115,1.585023
110159,Leflunomide,HT115,4.904862
110160,Lenalidomide,HT115,5.082543
110161,Lestaurtinib,HT115,-0.17642
110162,Linsitinib,HT115,2.740661
110163,Luminespib,HT115,-1.699579
110164,MG-132,HT115,-1.878998
110165,MIRA-1,HT115,5.347853
110166,MK-1775,HT115,0.614086
110167,MK-2206,HT115,2.682592
110168,MK-8776,HT115,4.402194
110169,ML323,HT115,3.520425
110170,MN-64,HT115,4.249975
110171,Methotrexate,HT115,1.817524
110172,Mirin,HT115,3.84283
110173,Mitoxantrone,HT115,1.926497
110174,Motesanib,HT115,5.000372
110175,NU7441,HT115,3.316971
110176,NVP-ADW742,HT115,2.089516
110177,Navitoclax,HT115,0.434537
110178,Niraparib,HT115,5.279245
110179,OF-1,HT115,2.984194
110180,OTX015,HT115,3.35626
110181,Olaparib,HT115,5.121552
110182,Osimertinib,HT115,1.211595
110183,Oxaliplatin,HT115,4.912083
110184,P22077,HT115,2.305097
110185,PCI-34051,HT115,4.531353
110186,PD0325901,HT115,1.391667
110187,PD173074,HT115,4.712868
110188,PF-4708671,HT115,3.255703
110189,PFI-1,HT115,3.081694
110190,PFI3,HT115,4.960773
110191,PLX-4720,HT115,4.677381
110192,PRIMA-1MET,HT115,6.356136
110193,PRT062607,HT115,3.241349
110194,Paclitaxel,HT115,-2.767267
110195,Palbociclib,HT115,2.462319
110196,Pevonedistat,HT115,1.188012
110197,Pictilisib,HT115,2.237684
110198,Piperlongumine,HT115,2.160132
110199,Podophyllotoxin bromide,HT115,-1.098887
110200,Pyridostatin,HT115,5.426279
110201,RVX-208,HT115,5.67087
110202,Rapamycin,HT115,0.519409
110203,Refametinib,HT115,1.04521
110204,Ribociclib,HT115,3.830504
110205,Rucaparib,HT115,1.967923
110206,Ruxolitinib,HT115,5.245729
110207,SB216763,HT115,3.27978
110208,SB505124,HT115,3.864646
110209,SCH772984,HT115,2.169793
110210,SGC-CBP30,HT115,3.15277
110211,SGC0946,HT115,2.430547
110212,SL0101,HT115,5.417722
110213,SN-38,HT115,-1.327005
110214,Sabutoclax,HT115,0.732077
110215,Sapitinib,HT115,2.854504
110216,Savolitinib,HT115,2.656946
110217,Schweinfurthin A,HT115,2.071866
110218,Selumetinib,HT115,4.350278
110219,Sepantronium bromide,HT115,0.115182
110220,Serdemetan,HT115,4.199497
110221,Sinularin,HT115,2.992261
110222,Sorafenib,HT115,2.715875
110223,Staurosporine,HT115,-3.450969
110224,Talazoparib,HT115,2.61833
110225,Tamoxifen,HT115,4.242395
110226,Tanespimycin,HT115,0.46966
110227,Taselisib,HT115,2.491942
110228,Telomerase Inhibitor IX,HT115,1.250791
110229,Temozolomide,HT115,6.477078
110230,Temsirolimus,HT115,-0.578528
110231,Teniposide,HT115,1.77191
110232,Topotecan,HT115,1.365755
110233,Tozasertib,HT115,1.537945
110234,Trametinib,HT115,-1.178356
110235,Ulixertinib,HT115,3.276798
110236,Uprosertib,HT115,4.05446
110237,VE-822,HT115,3.444717
110238,VE821,HT115,4.396372
110239,VX-11e,HT115,1.669527
110240,Veliparib,HT115,5.411912
110241,Vincristine,HT115,-1.224092
110242,Vinorelbine,HT115,-1.74844
110243,Vismodegib,HT115,5.425841
110244,Vorinostat,HT115,1.384203
110245,WEHI-539,HT115,5.426279
110246,WIKI4,HT115,5.426279
110247,WZ4003,HT115,4.789852
110248,Wee1 Inhibitor,HT115,1.493932
110249,Wnt-C59,HT115,3.785228
110250,XAV939,HT115,5.023529
110251,YK-4-279,HT115,1.61244
110252,ZM447439,HT115,1.528945
110253,Zoledronate,HT115,3.715444
110254,5-Fluorouracil,MEWO,6.150819
110255,5-azacytidine,MEWO,3.046518
110256,A-366,MEWO,5.390414
110257,ABT737,MEWO,4.20087
110258,AGK2,MEWO,3.253398
110259,AT13148,MEWO,6.239988
110260,AZ6102,MEWO,2.981627
110261,AZD3759,MEWO,4.239803
110262,AZD4547,MEWO,5.063696
110263,AZD5363,MEWO,4.309321
110264,AZD6738,MEWO,2.811047
110265,AZD7762,MEWO,1.38039
110266,AZD8055,MEWO,0.461152
110267,AZD8186,MEWO,3.042759
110268,Afatinib,MEWO,2.506704
110269,Afuresertib,MEWO,4.672613
110270,Alisertib,MEWO,2.869688
110271,Alpelisib,MEWO,3.788369
110272,Avagacestat,MEWO,6.322037
110273,BI-2536,MEWO,2.373094
110274,BIBR-1532,MEWO,6.106501
110275,BMS-536924,MEWO,4.092757
110276,BMS-754807,MEWO,5.063343
110277,Bleomycin (50 uM),MEWO,4.298124
110278,Bortezomib,MEWO,-4.595485
110279,Bosutinib,MEWO,4.221215
110280,CCT007093,MEWO,5.596412
110281,Camptothecin,MEWO,-0.232586
110282,Cediranib,MEWO,2.299122
110283,Cisplatin,MEWO,5.184927
110284,Cyclophosphamide,MEWO,6.20279
110285,Cytarabine,MEWO,4.847588
110286,Dabrafenib,MEWO,6.043148
110287,Dactinomycin,MEWO,-3.137763
110288,Dactolisib,MEWO,-1.3298
110289,Daporinad,MEWO,-5.017113
110290,Dasatinib,MEWO,3.061052
110291,Docetaxel,MEWO,-3.229518
110292,Doramapimod,MEWO,6.162912
110293,EHT-1864,MEWO,5.175307
110294,EPZ004777,MEWO,5.875715
110295,EPZ5676,MEWO,6.039267
110296,Epirubicin,MEWO,0.29217
110297,Erlotinib,MEWO,5.125144
110298,Foretinib,MEWO,1.420413
110299,Fulvestrant,MEWO,3.812122
110300,GDC0810,MEWO,5.245085
110301,GSK1904529A,MEWO,5.278313
110302,GSK2578215A,MEWO,5.5254
110303,GSK2830371,MEWO,6.238943
110304,GSK343,MEWO,3.646396
110305,GSK591,MEWO,4.05673
110306,GW441756,MEWO,4.280194
110307,Gefitinib,MEWO,4.936202
110308,I-BRD9,MEWO,4.928297
110309,ICL-SIRT078,MEWO,3.780869
110310,Ipatasertib,MEWO,5.033094
110311,Irinotecan,MEWO,4.458698
110312,JNK Inhibitor VIII,MEWO,6.093857
110313,JQ1,MEWO,3.041392
110314,KU-55933,MEWO,5.509255
110315,LGK974,MEWO,6.353419
110316,LJI308,MEWO,5.974734
110317,Lapatinib,MEWO,4.762703
110318,Lenalidomide,MEWO,6.093422
110319,Lestaurtinib,MEWO,0.96735
110320,Linsitinib,MEWO,6.106969
110321,Luminespib,MEWO,1.00795
110322,MG-132,MEWO,-1.173473
110323,MIM1,MEWO,5.453692
110324,MIRA-1,MEWO,6.256242
110325,MK-1775,MEWO,2.530857
110326,MK-2206,MEWO,4.438586
110327,MK-8776,MEWO,3.708979
110328,Methotrexate,MEWO,-3.416043
110329,Motesanib,MEWO,6.169872
110330,Mycophenolic acid,MEWO,4.088884
110331,N-acetyl cysteine,MEWO,9.790071
110332,NU7441,MEWO,5.644136
110333,NVP-ADW742,MEWO,2.618658
110334,Navitoclax,MEWO,3.00991
110335,Olaparib,MEWO,5.732292
110336,Osimertinib,MEWO,2.567864
110337,Oxaliplatin,MEWO,4.799826
110338,P22077,MEWO,5.028398
110339,PD0325901,MEWO,0.166783
110340,PD173074,MEWO,4.412717
110341,PFI-1,MEWO,4.004581
110342,PLX-4720,MEWO,5.880936
110343,POMHEX,MEWO,0.086349
110344,Paclitaxel,MEWO,-2.674345
110345,Palbociclib,MEWO,3.68107
110346,Pevonedistat,MEWO,2.380288
110347,Pictilisib,MEWO,1.755361
110348,Pyridostatin,MEWO,4.297366
110349,Rapamycin,MEWO,0.016863
110350,Refametinib,MEWO,2.000594
110351,Ribociclib,MEWO,2.342141
110352,Rucaparib,MEWO,5.500975
110353,SB216763,MEWO,5.388545
110354,SCH772984,MEWO,1.880559
110355,SGC0946,MEWO,2.027547
110356,SN-38,MEWO,4.106248
110357,Sapitinib,MEWO,5.135911
110358,Savolitinib,MEWO,3.8215
110359,Selumetinib,MEWO,3.527457
110360,Sepantronium bromide,MEWO,-4.051708
110361,Serdemetan,MEWO,5.142194
110362,Sorafenib,MEWO,3.170851
110363,Staurosporine,MEWO,-1.397835
110364,TW 37,MEWO,1.672461
110365,Talazoparib,MEWO,5.120936
110366,Tamoxifen,MEWO,4.625172
110367,Tanespimycin,MEWO,1.426904
110368,Taselisib,MEWO,3.110576
110369,Telomerase Inhibitor IX,MEWO,0.854407
110370,Temozolomide,MEWO,7.434344
110371,Temsirolimus,MEWO,2.698204
110372,Trametinib,MEWO,-0.909783
110373,UMI-77,MEWO,2.588072
110374,UNC0379,MEWO,3.989877
110375,UNC0638,MEWO,4.362752
110376,Ulixertinib,MEWO,3.266401
110377,Uprosertib,MEWO,4.269182
110378,VE821,MEWO,3.321395
110379,VX-11e,MEWO,3.088719
110380,Veliparib,MEWO,5.858727
110381,Vinblastine,MEWO,-1.944824
110382,Vinorelbine,MEWO,-2.722396
110383,Vismodegib,MEWO,5.780406
110384,Vorinostat,MEWO,1.665191
110385,WEHI-539,MEWO,5.721012
110386,WIKI4,MEWO,5.122554
110387,Wee1 Inhibitor,MEWO,2.528563
110388,YK-4-279,MEWO,3.593632
110389,ZM447439,MEWO,5.091491
110390,alpha-lipoic acid,MEWO,8.689406
110391,glutathione,MEWO,10.076861
110392,5-Fluorouracil,MFE319,4.174648
110393,5-azacytidine,MFE319,2.333443
110394,A-366,MFE319,3.654241
110395,ABT737,MFE319,1.084284
110396,AGI-6780,MFE319,3.939095
110397,AGK2,MFE319,2.9053
110398,AT13148,MFE319,2.520005
110399,AZ6102,MFE319,1.79573
110400,AZ960,MFE319,4.199911
110401,AZD1208,MFE319,5.232333
110402,AZD1332,MFE319,5.711231
110403,AZD2014,MFE319,2.143168
110404,AZD3759,MFE319,2.23239
110405,AZD4547,MFE319,2.381394
110406,AZD5153,MFE319,3.740059
110407,AZD5363,MFE319,2.30685
110408,AZD5438,MFE319,3.518696
110409,AZD5582,MFE319,3.478989
110410,AZD5991,MFE319,2.747583
110411,AZD6738,MFE319,0.895076
110412,AZD7762,MFE319,-0.262282
110413,AZD8055,MFE319,1.137632
110414,AZD8186,MFE319,3.585073
110415,Acetalax,MFE319,2.367795
110416,Afatinib,MFE319,2.232731
110417,Afuresertib,MFE319,1.904179
110418,Alisertib,MFE319,2.401851
110419,Alpelisib,MFE319,4.792675
110420,Avagacestat,MFE319,4.250246
110421,BI-2536,MFE319,-2.540888
110422,BIBR-1532,MFE319,5.320632
110423,BMS-345541,MFE319,3.821196
110424,BMS-536924,MFE319,2.662723
110425,BMS-754807,MFE319,5.149543
110426,Bleomycin,MFE319,3.207116
110427,Bleomycin (50 uM),MFE319,2.892831
110428,Bortezomib,MFE319,-5.813193
110429,Bosutinib,MFE319,3.755649
110430,Bromosporine,MFE319,2.942813
110431,CCT007093,MFE319,4.989353
110432,CZC24832,MFE319,4.974734
110433,Camptothecin,MFE319,-1.077362
110434,Carmustine,MFE319,6.811655
110435,Cediranib,MFE319,1.721514
110436,Cisplatin,MFE319,4.763726
110437,Cyclophosphamide,MFE319,5.012768
110438,Cytarabine,MFE319,2.231755
110439,Dabrafenib,MFE319,4.183425
110440,Dacarbazine,MFE319,4.737555
110441,Dactinomycin,MFE319,-3.36493
110442,Dactolisib,MFE319,-2.433491
110443,Dasatinib,MFE319,2.655835
110444,Dihydrorotenone,MFE319,-0.520637
110445,Dinaciclib,MFE319,-2.174698
110446,Docetaxel,MFE319,-4.20368
110447,Doramapimod,MFE319,4.138619
110448,EHT-1864,MFE319,1.801213
110449,EPZ004777,MFE319,4.167225
110450,EPZ5676,MFE319,5.250075
110451,Elephantin,MFE319,5.289615
110452,Entospletinib,MFE319,5.491024
110453,Epirubicin,MFE319,-0.349398
110454,Erlotinib,MFE319,1.907243
110455,Fludarabine,MFE319,4.284842
110456,Foretinib,MFE319,2.126839
110457,Fulvestrant,MFE319,3.627118
110458,GDC0810,MFE319,4.638325
110459,GSK-LSD1,MFE319,2.681097
110460,GSK1904529A,MFE319,4.431155
110461,GSK2110183B,MFE319,3.981648
110462,GSK2578215A,MFE319,4.390878
110463,GSK2801,MFE319,3.855001
110464,GSK2830371,MFE319,5.714536
110465,GSK343,MFE319,4.155168
110466,GSK591,MFE319,4.541535
110467,GW441756,MFE319,2.138
110468,Gefitinib,MFE319,3.047157
110469,I-BRD9,MFE319,4.203645
110470,ICL-SIRT078,MFE319,5.481256
110471,IWP-2,MFE319,2.527032
110472,Ibrutinib,MFE319,4.990768
110473,Ipatasertib,MFE319,2.462178
110474,Irinotecan,MFE319,3.68958
110475,JNK Inhibitor VIII,MFE319,4.864377
110476,JQ1,MFE319,1.716894
110477,KRAS (G12C) Inhibitor-12,MFE319,4.805619
110478,KU-55933,MFE319,3.820885
110479,L-Oxonoreleagnine,MFE319,3.516084
110480,LCL161,MFE319,4.213
110481,LGK974,MFE319,2.94635
110482,LJI308,MFE319,5.487996
110483,LMP744,MFE319,1.277703
110484,LY2109761,MFE319,5.109942
110485,Lapatinib,MFE319,3.479543
110486,Leflunomide,MFE319,4.884569
110487,Lenalidomide,MFE319,4.761859
110488,Lestaurtinib,MFE319,1.037865
110489,Linsitinib,MFE319,4.69834
110490,Luminespib,MFE319,-2.224547
110491,MG-132,MFE319,-1.838284
110492,MIM1,MFE319,3.633288
110493,MIRA-1,MFE319,5.929511
110494,MK-1775,MFE319,0.062968
110495,MK-2206,MFE319,4.520529
110496,MK-8776,MFE319,2.52455
110497,ML323,MFE319,4.072473
110498,MN-64,MFE319,4.719105
110499,Methotrexate,MFE319,-0.999374
110500,Mirin,MFE319,4.829592
110501,Mitoxantrone,MFE319,1.92741
110502,Motesanib,MFE319,5.713278
110503,Mycophenolic acid,MFE319,2.606564
110504,N-acetyl cysteine,MFE319,9.27881
110505,NU7441,MFE319,3.92927
110506,NVP-ADW742,MFE319,3.344104
110507,Navitoclax,MFE319,1.12128
110508,Niraparib,MFE319,5.018222
110509,OF-1,MFE319,2.656167
110510,OTX015,MFE319,3.145566
110511,Olaparib,MFE319,3.807432
110512,Osimertinib,MFE319,1.578183
110513,Oxaliplatin,MFE319,5.523958
110514,P22077,MFE319,3.923052
110515,PCI-34051,MFE319,4.645747
110516,PD0325901,MFE319,2.715605
110517,PD173074,MFE319,5.809818
110518,PFI-1,MFE319,3.668794
110519,PFI3,MFE319,4.602166
110520,PLX-4720,MFE319,4.931161
110521,POMHEX,MFE319,1.105308
110522,PRIMA-1MET,MFE319,5.649858
110523,PRT062607,MFE319,5.589537
110524,Paclitaxel,MFE319,-3.676667
110525,Palbociclib,MFE319,4.92538
110526,Pevonedistat,MFE319,-0.102598
110527,Pictilisib,MFE319,1.720293
110528,Podophyllotoxin bromide,MFE319,-0.924295
110529,Pyridostatin,MFE319,5.120289
110530,RVX-208,MFE319,4.262334
110531,Rapamycin,MFE319,-1.925878
110532,Refametinib,MFE319,3.202162
110533,Remodelin,MFE319,4.177649
110534,Ribociclib,MFE319,4.314292
110535,Rucaparib,MFE319,3.54893
110536,Ruxolitinib,MFE319,5.292562
110537,SB216763,MFE319,4.177634
110538,SCH772984,MFE319,2.971984
110539,SGC-CBP30,MFE319,4.981694
110540,SGC0946,MFE319,2.096444
110541,SN-38,MFE319,-3.466713
110542,Sabutoclax,MFE319,0.820027
110543,Sapitinib,MFE319,4.064778
110544,Savolitinib,MFE319,1.454828
110545,Schweinfurthin A,MFE319,2.416424
110546,Selumetinib,MFE319,3.932106
110547,Sepantronium bromide,MFE319,-4.950736
110548,Serdemetan,MFE319,3.663123
110549,Sinularin,MFE319,3.696328
110550,Sorafenib,MFE319,2.239971
110551,Staurosporine,MFE319,-1.731852
110552,Talazoparib,MFE319,3.290214
110553,Tamoxifen,MFE319,2.768439
110554,Tanespimycin,MFE319,-0.851606
110555,Taselisib,MFE319,3.29632
110556,Telomerase Inhibitor IX,MFE319,0.070075
110557,Temozolomide,MFE319,7.209495
110558,Temsirolimus,MFE319,1.006431
110559,Teniposide,MFE319,0.381054
110560,Topotecan,MFE319,1.937425
110561,Trametinib,MFE319,1.707523
110562,UMI-77,MFE319,1.481169
110563,UNC0379,MFE319,4.375577
110564,UNC0638,MFE319,4.974768
110565,Ulixertinib,MFE319,3.476248
110566,Uprosertib,MFE319,1.814597
110567,VE-822,MFE319,2.489508
110568,VE821,MFE319,3.011813
110569,VX-11e,MFE319,4.000107
110570,Veliparib,MFE319,5.410545
110571,Vinblastine,MFE319,-4.572871
110572,Vincristine,MFE319,-2.493813
110573,Vinorelbine,MFE319,-4.165451
110574,Vismodegib,MFE319,5.713278
110575,Vorinostat,MFE319,1.026376
110576,WEHI-539,MFE319,2.627989
110577,WIKI4,MFE319,3.55165
110578,WZ4003,MFE319,4.002813
110579,Wee1 Inhibitor,MFE319,0.813071
110580,Wnt-C59,MFE319,4.513054
110581,XAV939,MFE319,4.123047
110582,YK-4-279,MFE319,1.753325
110583,ZM447439,MFE319,5.42878
110584,Zoledronate,MFE319,2.379552
110585,alpha-lipoic acid,MFE319,6.083253
110586,glutathione,MFE319,9.094181
110587,5-Fluorouracil,SNU175,2.905109
110588,5-azacytidine,SNU175,2.161702
110589,A-366,SNU175,5.015177
110590,ABT737,SNU175,1.794674
110591,AGI-6780,SNU175,3.687113
110592,AGK2,SNU175,1.79707
110593,AT13148,SNU175,3.581068
110594,AZ6102,SNU175,1.609797
110595,AZ960,SNU175,2.345387
110596,AZD1208,SNU175,4.724912
110597,AZD1332,SNU175,3.267699
110598,AZD2014,SNU175,1.32
110599,AZD3759,SNU175,0.466965
110600,AZD4547,SNU175,2.217461
110601,AZD5153,SNU175,0.442424
110602,AZD5363,SNU175,3.222017
110603,AZD5438,SNU175,2.080293
110604,AZD5582,SNU175,1.224612
110605,AZD5991,SNU175,0.792412
110606,AZD6738,SNU175,2.582673
110607,AZD7762,SNU175,0.485364
110608,AZD8055,SNU175,1.302736
110609,AZD8186,SNU175,3.138767
110610,Acetalax,SNU175,2.102217
110611,Afatinib,SNU175,0.177181
110612,Afuresertib,SNU175,2.352171
110613,Alisertib,SNU175,-1.102967
110614,Alpelisib,SNU175,3.54609
110615,Avagacestat,SNU175,5.438982
110616,BI-2536,SNU175,-2.234342
110617,BIBR-1532,SNU175,5.279588
110618,BMS-345541,SNU175,2.621644
110619,BMS-536924,SNU175,1.501432
110620,BMS-754807,SNU175,-1.291566
110621,Bleomycin,SNU175,2.744269
110622,Bleomycin (50 uM),SNU175,4.538809
110623,Bortezomib,SNU175,-4.141539
110624,Bosutinib,SNU175,1.674107
110625,Bromosporine,SNU175,2.209707
110626,CCT007093,SNU175,4.459619
110627,CZC24832,SNU175,5.239864
110628,Camptothecin,SNU175,-2.833725
110629,Carmustine,SNU175,6.05661
110630,Cediranib,SNU175,1.604507
110631,Cisplatin,SNU175,2.102376
110632,Cyclophosphamide,SNU175,5.079067
110633,Cytarabine,SNU175,-1.907354
110634,Dabrafenib,SNU175,5.213086
110635,Dacarbazine,SNU175,5.43326
110636,Dactinomycin,SNU175,-5.482542
110637,Dactolisib,SNU175,-1.060358
110638,Dasatinib,SNU175,2.634299
110639,Dihydrorotenone,SNU175,-0.706139
110640,Dinaciclib,SNU175,-3.899734
110641,Docetaxel,SNU175,-6.3469
110642,Doramapimod,SNU175,4.871383
110643,EHT-1864,SNU175,2.939838
110644,EPZ004777,SNU175,5.501747
