,drug,cell_line,IC50
103503,MK-1775,AN3CA,0.474564
103504,MK-2206,AN3CA,1.057326
103505,MK-8776,AN3CA,3.605682
103506,ML323,AN3CA,3.463627
103507,MN-64,AN3CA,4.124201
103508,Methotrexate,AN3CA,0.166429
103509,Mirin,AN3CA,3.58358
103510,Mitoxantrone,AN3CA,-0.113493
103511,Motesanib,AN3CA,3.369101
103512,Mycophenolic acid,AN3CA,2.173197
103513,N-acetyl cysteine,AN3CA,9.611282
103514,NU7441,AN3CA,2.105584
103515,NVP-ADW742,AN3CA,3.599797
103516,Navitoclax,AN3CA,0.583136
103517,Nelarabine,AN3CA,5.758569
103518,Nilotinib,AN3CA,3.205012
103519,Niraparib,AN3CA,4.669377
103520,Nutlin-3a (-),AN3CA,4.166901
103521,OF-1,AN3CA,4.311259
103522,OSI-027,AN3CA,3.202371
103523,Obatoclax Mesylate,AN3CA,0.983242
103524,Olaparib,AN3CA,4.35533
103525,Oxaliplatin,AN3CA,4.291909
103526,PCI-34051,AN3CA,3.66513
103527,PD0325901,AN3CA,2.762007
103528,PD173074,AN3CA,1.399461
103529,PFI-1,AN3CA,3.971252
103530,PFI3,AN3CA,4.622201
103531,POMHEX,AN3CA,0.904916
103532,PRIMA-1MET,AN3CA,3.813094
103533,PRT062607,AN3CA,3.929155
103534,Paclitaxel,AN3CA,-4.133741
103535,Palbociclib,AN3CA,3.23867
103536,Pevonedistat,AN3CA,0.873828
103537,Picolinici-acid,AN3CA,4.754946
103538,Pictilisib,AN3CA,-0.716361
103539,Podophyllotoxin bromide,AN3CA,-0.105704
103540,Pyridostatin,AN3CA,2.834374
103541,RO-3306,AN3CA,2.096839
103542,RVX-208,AN3CA,4.960222
103543,Refametinib,AN3CA,3.535384
103544,Ribociclib,AN3CA,3.922644
103545,Romidepsin,AN3CA,-5.048578
103546,Rucaparib,AN3CA,4.502473
103547,Ruxolitinib,AN3CA,3.891764
103548,SB216763,AN3CA,4.331291
103549,SB590885,AN3CA,3.038758
103550,SCH772984,AN3CA,3.136975
103551,SGC-CBP30,AN3CA,4.440137
103552,SGC0946,AN3CA,1.167193
103553,SN-38,AN3CA,3.124761
103554,Sabutoclax,AN3CA,-3.045706
103555,Sapitinib,AN3CA,2.639232
103556,Savolitinib,AN3CA,3.097594
103557,Schweinfurthin A,AN3CA,3.097594
103558,Selumetinib,AN3CA,4.731141
103559,Sepantronium bromide,AN3CA,-5.079404
103560,Serdemetan,AN3CA,5.335307
103561,Sinularin,AN3CA,3.961075
103562,Sorafenib,AN3CA,1.900821
103563,Talazoparib,AN3CA,4.910517
103564,Tamoxifen,AN3CA,4.948074
103565,Tanespimycin,AN3CA,-2.095753
103566,Telomerase Inhibitor IX,AN3CA,-0.884564
103567,Temsirolimus,AN3CA,0.446699
103568,Teniposide,AN3CA,1.549794
103569,Topotecan,AN3CA,2.048657
103570,Trametinib,AN3CA,1.242768
103571,UMI-77,AN3CA,4.75188
103572,UNC0379,AN3CA,4.969414
103573,UNC0638,AN3CA,4.200651
103574,Ulixertinib,AN3CA,3.691131
103575,Uprosertib,AN3CA,0.727205
103576,VE-822,AN3CA,3.033661
103577,VX-11e,AN3CA,2.664959
103578,Veliparib,AN3CA,4.969539
103579,Venetoclax,AN3CA,2.846172
103580,Vinblastine,AN3CA,-2.229559
103581,Vincristine,AN3CA,-2.117102
103582,Vinorelbine,AN3CA,-3.117956
103583,Vismodegib,AN3CA,4.345748
103584,Vorinostat,AN3CA,2.539801
103585,WEHI-539,AN3CA,5.515333
103586,WIKI4,AN3CA,4.769754
103587,WZ4003,AN3CA,4.851836
103588,Wnt-C59,AN3CA,3.48481
103589,XAV939,AN3CA,3.187538
103590,YK-4-279,AN3CA,3.242843
103591,ZM447439,AN3CA,2.750404
103592,Zoledronate,AN3CA,3.375674
103593,alpha-lipoic acid,AN3CA,7.210534
103594,glutathione,AN3CA,6.711836
103595,5-Fluorouracil,RKO,2.041506
103596,5-azacytidine,RKO,1.620596
103597,A-366,RKO,4.620779
103598,ABT737,RKO,4.587968
103599,AGI-5198,RKO,4.799704
103600,AGI-6780,RKO,3.228058
103601,AMG-319,RKO,4.347795
103602,AT13148,RKO,3.39754
103603,AZ6102,RKO,2.003729
103604,AZ960,RKO,1.514177
103605,AZD1208,RKO,5.176882
103606,AZD2014,RKO,2.336204
103607,AZD3759,RKO,3.362364
103608,AZD4547,RKO,4.341462
103609,AZD5153,RKO,0.428326
103610,AZD5363,RKO,2.626125
103611,AZD5582,RKO,1.334413
103612,AZD5991,RKO,4.735462
103613,AZD6738,RKO,1.009682
103614,AZD7762,RKO,-1.159408
103615,AZD8055,RKO,-0.804673
103616,AZD8186,RKO,4.179254
103617,Acetalax,RKO,4.829928
103618,Afatinib,RKO,1.633058
103619,Alisertib,RKO,1.485267
103620,Alpelisib,RKO,2.855619
103621,Avagacestat,RKO,4.768888
103622,Axitinib,RKO,3.603205
103623,BIBR-1532,RKO,5.125707
103624,BMS-345541,RKO,1.926797
103625,BMS-536924,RKO,2.727752
103626,BMS-754807,RKO,1.623656
103627,Bleomycin,RKO,3.173518
103628,Bleomycin (50 uM),RKO,4.506771
103629,Bortezomib,RKO,-5.432774
103630,Bosutinib,RKO,3.277488
103631,Bromosporine,RKO,0.869431
103632,Buparlisib,RKO,1.106743
103633,CCT007093,RKO,5.271771
103634,CPI-637,RKO,3.183912
103635,CZC24832,RKO,4.836631
103636,Carmustine,RKO,6.118159
103637,Cediranib,RKO,2.6487
103638,Cisplatin,RKO,2.819662
103639,Crizotinib,RKO,1.98463
103640,Cyclophosphamide,RKO,4.693715
103641,Cytarabine,RKO,-0.617396
103642,Dabrafenib,RKO,1.440411
103643,Dacarbazine,RKO,5.178184
103644,Dactinomycin,RKO,-5.215702
103645,Dactolisib,RKO,-2.119074
103646,Daporinad,RKO,-4.256066
103647,Dasatinib,RKO,1.730078
103648,Dihydrorotenone,RKO,-0.136792
103649,Dinaciclib,RKO,-3.67351
103650,EHT-1864,RKO,3.428792
103651,EPZ5676,RKO,4.245368
103652,Elephantin,RKO,2.505962
103653,Entinostat,RKO,3.369688
103654,Entospletinib,RKO,3.19487
103655,Erlotinib,RKO,4.118752
103656,Fludarabine,RKO,4.550876
103657,Foretinib,RKO,0.633119
103658,Fulvestrant,RKO,3.260931
103659,GDC0810,RKO,4.877646
103660,GNE-317,RKO,2.626878
103661,GSK-LSD1,RKO,2.389849
103662,GSK1904529A,RKO,3.274048
103663,GSK2110183B,RKO,2.406975
103664,GSK2578215A,RKO,4.216132
103665,GSK2606414,RKO,2.849564
103666,GSK2801,RKO,4.150536
103667,GSK2830371,RKO,5.33014
103668,GSK343,RKO,3.375762
103669,GSK591,RKO,4.134562
103670,GW441756,RKO,3.712882
103671,Gallibiscoquinazole,RKO,2.661379
103672,Gefitinib,RKO,3.708833
103673,Gemcitabine,RKO,-3.36175
103674,I-BET-762,RKO,1.68399
103675,ICL-SIRT078,RKO,3.829348
103676,IWP-2,RKO,3.294412
103677,Ibrutinib,RKO,5.573429
103678,Ipatasertib,RKO,2.939275
103679,JNK Inhibitor VIII,RKO,5.329129
103680,JQ1,RKO,1.420231
103681,KRAS (G12C) Inhibitor-12,RKO,3.93655
103682,KU-55933,RKO,3.371307
103683,L-Oxonoreleagnine,RKO,3.575793
103684,LCL161,RKO,4.825253
103685,LGK974,RKO,3.470859
103686,LJI308,RKO,4.306607
103687,LMP744,RKO,-1.359149
103688,LY2109761,RKO,5.519518
103689,Lapatinib,RKO,2.703254
103690,Leflunomide,RKO,4.881962
103691,Lenalidomide,RKO,4.803632
103692,Lestaurtinib,RKO,-0.53383
103693,Linsitinib,RKO,4.433624
103694,Luminespib,RKO,-3.738926
103695,MG-132,RKO,-2.162114
103696,MIM1,RKO,3.815712
103697,MK-1775,RKO,-0.119973
103698,MK-2206,RKO,2.845878
103699,MK-8776,RKO,2.787068
103700,ML323,RKO,3.842284
103701,MN-64,RKO,5.667963
103702,Methotrexate,RKO,-2.080445
103703,Mirin,RKO,4.151978
103704,Mitoxantrone,RKO,0.9046
103705,Motesanib,RKO,5.33014
103706,Mycophenolic acid,RKO,0.538929
103707,N-acetyl cysteine,RKO,9.681878
103708,NU7441,RKO,2.754687
103709,NVP-ADW742,RKO,4.543573
103710,Navitoclax,RKO,1.954198
103711,Nelarabine,RKO,5.497485
103712,Nilotinib,RKO,1.815846
103713,Niraparib,RKO,3.687006
103714,Nutlin-3a (-),RKO,2.67268
103715,OF-1,RKO,4.018728
103716,OSI-027,RKO,2.962611
103717,Obatoclax Mesylate,RKO,-0.986746
103718,Olaparib,RKO,4.709356
103719,Oxaliplatin,RKO,3.56134
103720,PCI-34051,RKO,4.546315
103721,PD0325901,RKO,-0.491295
103722,PD173074,RKO,3.571193
103723,PFI-1,RKO,3.15778
103724,PFI3,RKO,4.609975
103725,POMHEX,RKO,1.248904
103726,PRIMA-1MET,RKO,2.975494
103727,PRT062607,RKO,3.994144
103728,Paclitaxel,RKO,-4.19456
103729,Palbociclib,RKO,2.883992
103730,Pevonedistat,RKO,-1.955407
103731,Picolinici-acid,RKO,3.996725
103732,Pictilisib,RKO,1.128515
103733,Podophyllotoxin bromide,RKO,-1.572406
103734,Pyridostatin,RKO,2.813078
103735,RO-3306,RKO,2.409313
103736,RVX-208,RKO,4.203541
103737,Refametinib,RKO,1.07752
103738,Ribociclib,RKO,3.090834
103739,Romidepsin,RKO,-5.90312
103740,Rucaparib,RKO,3.454291
103741,Ruxolitinib,RKO,4.604489
103742,SB216763,RKO,5.182945
103743,SB505124,RKO,1.529224
103744,SB590885,RKO,2.994614
103745,SCH772984,RKO,0.78915
103746,SGC-CBP30,RKO,3.628263
103747,SGC0946,RKO,2.245931
103748,SN-38,RKO,-4.12749
103749,Sabutoclax,RKO,-0.794483
103750,Sapitinib,RKO,4.501886
103751,Savolitinib,RKO,2.882814
103752,Schweinfurthin A,RKO,2.500305
103753,Selumetinib,RKO,3.562863
103754,Sepantronium bromide,RKO,-4.829973
103755,Serdemetan,RKO,3.877723
103756,Sinularin,RKO,2.90394
103757,Sorafenib,RKO,2.085854
103758,TW 37,RKO,-0.574664
103759,Talazoparib,RKO,3.861591
103760,Tamoxifen,RKO,3.004148
103761,Tanespimycin,RKO,-1.656218
103762,Telomerase Inhibitor IX,RKO,0.168383
103763,Temsirolimus,RKO,0.991685
103764,Teniposide,RKO,0.399385
103765,Topotecan,RKO,-0.918186
103766,Trametinib,RKO,-2.014873
103767,UMI-77,RKO,2.30945
103768,UNC0379,RKO,1.648207
103769,UNC0638,RKO,4.015371
103770,Ulixertinib,RKO,0.785068
103771,Uprosertib,RKO,2.033121
103772,VE-822,RKO,3.316805
103773,VX-11e,RKO,1.152546
103774,Veliparib,RKO,4.086074
103775,Venetoclax,RKO,3.804492
103776,Vinblastine,RKO,-5.496391
103777,Vincristine,RKO,-4.673071
103778,Vinorelbine,RKO,-5.269355
103779,Vismodegib,RKO,4.125623
103780,Vorinostat,RKO,2.082044
103781,WEHI-539,RKO,5.142991
103782,WIKI4,RKO,3.685909
103783,WZ4003,RKO,4.054184
103784,Wnt-C59,RKO,3.243111
103785,XAV939,RKO,4.476588
103786,YK-4-279,RKO,0.889881
103787,ZM447439,RKO,2.149727
103788,Zoledronate,RKO,3.920541
103789,alpha-lipoic acid,RKO,7.772356
103790,glutathione,RKO,9.210942
103791,5-Fluorouracil,NAMALWA,3.016073
103792,5-azacytidine,NAMALWA,0.368557
103793,A-366,NAMALWA,4.461419
103794,ABT737,NAMALWA,3.212909
103795,AGI-5198,NAMALWA,3.871566
103796,AGI-6780,NAMALWA,2.554928
103797,AMG-319,NAMALWA,4.195019
103798,AT13148,NAMALWA,2.304463
103799,AZ6102,NAMALWA,1.889382
103800,AZ960,NAMALWA,-0.556822
103801,AZD1208,NAMALWA,3.499193
103802,AZD2014,NAMALWA,1.631548
103803,AZD3759,NAMALWA,2.585318
103804,AZD4547,NAMALWA,1.409782
103805,AZD5153,NAMALWA,-2.433729
103806,AZD5363,NAMALWA,1.690378
103807,AZD5582,NAMALWA,0.177216
103808,AZD5991,NAMALWA,-1.694384
103809,AZD6738,NAMALWA,0.172394
103810,AZD7762,NAMALWA,-2.009709
103811,AZD8055,NAMALWA,0.070495
103812,AZD8186,NAMALWA,1.73292
103813,Acetalax,NAMALWA,5.732466
103814,Afatinib,NAMALWA,0.902038
103815,Alisertib,NAMALWA,-1.042584
103816,Alpelisib,NAMALWA,1.658716
103817,Avagacestat,NAMALWA,3.241446
103818,Axitinib,NAMALWA,0.971319
103819,BI-2536,NAMALWA,-4.736241
103820,BIBR-1532,NAMALWA,4.439095
103821,BMS-345541,NAMALWA,1.944728
103822,BMS-536924,NAMALWA,1.408544
103823,BMS-754807,NAMALWA,1.114898
103824,Bleomycin,NAMALWA,2.384081
103825,Bleomycin (50 uM),NAMALWA,2.314782
103826,Bortezomib,NAMALWA,-5.666366
103827,Bosutinib,NAMALWA,1.093843
103828,Bromosporine,NAMALWA,-0.366017
103829,Buparlisib,NAMALWA,0.249881
103830,CCT007093,NAMALWA,4.432901
103831,CPI-637,NAMALWA,2.03186
103832,CZC24832,NAMALWA,2.630226
103833,Carmustine,NAMALWA,5.642764
103834,Cediranib,NAMALWA,1.115818
103835,Cisplatin,NAMALWA,-0.597198
103836,Crizotinib,NAMALWA,0.821374
103837,Cyclophosphamide,NAMALWA,4.615641
103838,Cytarabine,NAMALWA,-3.070115
103839,Dabrafenib,NAMALWA,2.075956
103840,Dacarbazine,NAMALWA,5.327349
103841,Dactinomycin,NAMALWA,-5.34286
103842,Dactolisib,NAMALWA,-3.044718
103843,Daporinad,NAMALWA,-7.055359
103844,Dasatinib,NAMALWA,0.553006
103845,Dihydrorotenone,NAMALWA,2.328072
103846,Dinaciclib,NAMALWA,-4.187695
103847,EHT-1864,NAMALWA,3.108246
103848,EPZ5676,NAMALWA,4.161723
103849,Elephantin,NAMALWA,1.284348
103850,Entinostat,NAMALWA,-0.228552
103851,Entospletinib,NAMALWA,1.003735
103852,Erlotinib,NAMALWA,2.181309
103853,Fludarabine,NAMALWA,1.990662
103854,Foretinib,NAMALWA,0.610618
103855,Fulvestrant,NAMALWA,3.613191
103856,GDC0810,NAMALWA,4.422594
103857,GNE-317,NAMALWA,-0.274432
103858,GSK-LSD1,NAMALWA,1.683493
103859,GSK1904529A,NAMALWA,3.111706
103860,GSK2110183B,NAMALWA,1.349413
103861,GSK2578215A,NAMALWA,4.630096
103862,GSK2606414,NAMALWA,2.09518
103863,GSK2801,NAMALWA,2.799544
103864,GSK2830371,NAMALWA,4.634202
103865,GSK343,NAMALWA,1.663022
103866,GSK591,NAMALWA,1.711755
103867,GW441756,NAMALWA,3.023588
103868,Gallibiscoquinazole,NAMALWA,2.331617
103869,Gefitinib,NAMALWA,2.866149
103870,Gemcitabine,NAMALWA,-4.925927
103871,I-BET-762,NAMALWA,-1.124172
103872,ICL-SIRT078,NAMALWA,2.777419
103873,IWP-2,NAMALWA,0.554623
103874,Ibrutinib,NAMALWA,1.940593
103875,Ipatasertib,NAMALWA,1.974676
103876,JNK Inhibitor VIII,NAMALWA,3.657132
103877,JQ1,NAMALWA,0.307051
103878,KRAS (G12C) Inhibitor-12,NAMALWA,2.847432
103879,KU-55933,NAMALWA,4.065873
103880,L-Oxonoreleagnine,NAMALWA,3.430229
103881,LCL161,NAMALWA,2.939945
103882,LGK974,NAMALWA,2.79244
103883,LJI308,NAMALWA,4.445452
103884,LMP744,NAMALWA,-3.967604
103885,LY2109761,NAMALWA,4.634202
103886,Lapatinib,NAMALWA,2.869574
103887,Leflunomide,NAMALWA,3.215203
103888,Lenalidomide,NAMALWA,4.448901
103889,Lestaurtinib,NAMALWA,-1.826436
103890,Linsitinib,NAMALWA,2.934386
103891,Luminespib,NAMALWA,-4.165608
103892,MG-132,NAMALWA,-1.935963
103893,MIM1,NAMALWA,3.379017
103894,MK-1775,NAMALWA,-1.073039
103895,MK-2206,NAMALWA,1.547573
103896,MK-8776,NAMALWA,1.616117
103897,ML323,NAMALWA,2.733788
103898,MN-64,NAMALWA,2.866961
103899,Mirin,NAMALWA,2.988286
103900,Mitoxantrone,NAMALWA,-2.669349
103901,Motesanib,NAMALWA,4.620116
103902,Mycophenolic acid,NAMALWA,-0.881845
103903,N-acetyl cysteine,NAMALWA,9.315043
103904,NU7441,NAMALWA,1.710092
103905,NVP-ADW742,NAMALWA,1.962605
103906,Navitoclax,NAMALWA,2.466635
103907,Nelarabine,NAMALWA,5.327349
103908,Nilotinib,NAMALWA,2.61392
103909,Niraparib,NAMALWA,0.651043
103910,Nutlin-3a (-),NAMALWA,4.421218
103911,OF-1,NAMALWA,4.133851
103912,OSI-027,NAMALWA,1.116684
103913,Obatoclax Mesylate,NAMALWA,-0.635158
103914,Olaparib,NAMALWA,2.389438
103915,Oxaliplatin,NAMALWA,1.036968
103916,PCI-34051,NAMALWA,1.688578
103917,PD0325901,NAMALWA,2.549798
103918,PD173074,NAMALWA,2.663072
103919,PFI-1,NAMALWA,2.320591
103920,PFI3,NAMALWA,2.863848
103921,POMHEX,NAMALWA,0.295061
103922,PRIMA-1MET,NAMALWA,1.419748
103923,PRT062607,NAMALWA,0.210591
103924,Paclitaxel,NAMALWA,-5.061577
103925,Palbociclib,NAMALWA,1.919861
103926,Pevonedistat,NAMALWA,-2.027286
103927,Picolinici-acid,NAMALWA,3.54729
103928,Pictilisib,NAMALWA,-0.255616
103929,Podophyllotoxin bromide,NAMALWA,-2.178304
103930,Pyridostatin,NAMALWA,1.487722
103931,RO-3306,NAMALWA,2.223139
103932,RVX-208,NAMALWA,1.849114
103933,Refametinib,NAMALWA,2.614724
103934,Ribociclib,NAMALWA,3.158527
103935,Romidepsin,NAMALWA,-5.945547
103936,Rucaparib,NAMALWA,2.909293
103937,Ruxolitinib,NAMALWA,3.980965
103938,SB216763,NAMALWA,4.624321
103939,SB590885,NAMALWA,2.368884
103940,SCH772984,NAMALWA,2.758691
103941,SGC-CBP30,NAMALWA,2.383467
103942,SGC0946,NAMALWA,1.638008
103943,SN-38,NAMALWA,-6.430223
103944,Sabutoclax,NAMALWA,-2.087612
103945,Sapitinib,NAMALWA,3.056955
103946,Savolitinib,NAMALWA,0.819318
103947,Schweinfurthin A,NAMALWA,-1.798441
103948,Selumetinib,NAMALWA,4.025841
103949,Sepantronium bromide,NAMALWA,-5.839587
103950,Serdemetan,NAMALWA,2.894879
103951,Sinularin,NAMALWA,2.196899
103952,Sorafenib,NAMALWA,1.833824
103953,TW 37,NAMALWA,1.088455
103954,Talazoparib,NAMALWA,-1.220892
103955,Tamoxifen,NAMALWA,2.968996
103956,Tanespimycin,NAMALWA,0.035426
103957,Telomerase Inhibitor IX,NAMALWA,-1.291933
103958,Temsirolimus,NAMALWA,0.164083
103959,Teniposide,NAMALWA,-2.847277
103960,Topotecan,NAMALWA,-2.064319
103961,Trametinib,NAMALWA,2.24308
103962,UMI-77,NAMALWA,2.772898
103963,UNC0379,NAMALWA,1.22396
103964,UNC0638,NAMALWA,3.481833
103965,Ulixertinib,NAMALWA,2.180231
103966,Uprosertib,NAMALWA,0.911808
103967,VE-822,NAMALWA,0.900373
103968,VX-11e,NAMALWA,1.884425
103969,Veliparib,NAMALWA,3.747631
103970,Venetoclax,NAMALWA,0.990221
103971,Vinblastine,NAMALWA,-5.810021
103972,Vincristine,NAMALWA,-4.819405
103973,Vinorelbine,NAMALWA,-5.32922
103974,Vismodegib,NAMALWA,3.568024
103975,Vorinostat,NAMALWA,0.388609
103976,WEHI-539,NAMALWA,3.394473
103977,WIKI4,NAMALWA,3.454133
103978,WZ4003,NAMALWA,1.882443
103979,Wnt-C59,NAMALWA,1.947559
103980,XAV939,NAMALWA,3.269067
103981,YK-4-279,NAMALWA,0.588897
103982,ZM447439,NAMALWA,1.03576
103983,Zoledronate,NAMALWA,3.024764
103984,alpha-lipoic acid,NAMALWA,6.177907
103985,glutathione,NAMALWA,7.521393
103986,5-Fluorouracil,NCIH650,6.029795
103987,5-azacytidine,NCIH650,1.629588
103988,A-366,NCIH650,5.488933
103989,ABT737,NCIH650,3.093588
103990,AGI-5198,NCIH650,4.103243
103991,AGI-6780,NCIH650,4.322627
103992,AMG-319,NCIH650,5.265122
103993,AT13148,NCIH650,4.661809
103994,AZ6102,NCIH650,4.984295
103995,AZ960,NCIH650,2.628029
103996,AZD1208,NCIH650,5.530516
103997,AZD2014,NCIH650,2.446295
103998,AZD3759,NCIH650,3.292864
103999,AZD4547,NCIH650,3.218419
104000,AZD5153,NCIH650,2.465284
104001,AZD5363,NCIH650,5.539362
104002,AZD5582,NCIH650,1.929493
104003,AZD5991,NCIH650,5.560988
104004,AZD6738,NCIH650,4.980668
104005,AZD7762,NCIH650,1.43532
104006,AZD8055,NCIH650,2.007621
104007,AZD8186,NCIH650,5.028758
104008,Acetalax,NCIH650,6.390075
104009,Afatinib,NCIH650,2.394279
104010,Alisertib,NCIH650,2.691544
104011,Alpelisib,NCIH650,4.371537
104012,Avagacestat,NCIH650,5.019511
104013,Axitinib,NCIH650,3.681908
104014,BI-2536,NCIH650,0.51643
104015,BIBR-1532,NCIH650,4.548668
104016,BMS-345541,NCIH650,3.787851
104017,BMS-536924,NCIH650,2.137968
104018,BMS-754807,NCIH650,3.532061
104019,Bleomycin,NCIH650,3.865419
104020,Bleomycin (50 uM),NCIH650,4.561037
104021,Bortezomib,NCIH650,-3.822374
104022,Bosutinib,NCIH650,2.942148
104023,Bromosporine,NCIH650,2.976365
104024,Buparlisib,NCIH650,1.403125
104025,CCT007093,NCIH650,4.60293
104026,CPI-637,NCIH650,3.901926
104027,CZC24832,NCIH650,4.763276
104028,Carmustine,NCIH650,6.530628
104029,Cediranib,NCIH650,2.873621
104030,Cisplatin,NCIH650,2.363654
104031,Crizotinib,NCIH650,3.118892
104032,Cyclophosphamide,NCIH650,5.407876
104033,Cytarabine,NCIH650,3.552253
104034,Dabrafenib,NCIH650,5.101003
104035,Dacarbazine,NCIH650,6.040487
104036,Dactinomycin,NCIH650,-3.709959
104037,Dactolisib,NCIH650,-0.538339
104038,Dasatinib,NCIH650,3.429024
104039,Dihydrorotenone,NCIH650,3.022883
104040,Dinaciclib,NCIH650,-2.888422
104041,EHT-1864,NCIH650,3.582525
104042,EPZ5676,NCIH650,5.510152
104043,Elephantin,NCIH650,3.342334
104044,Entinostat,NCIH650,2.548369
104045,Entospletinib,NCIH650,2.406174
104046,Erlotinib,NCIH650,3.971601
104047,Fludarabine,NCIH650,4.798111
104048,Foretinib,NCIH650,1.410835
104049,Fulvestrant,NCIH650,4.141443
104050,GDC0810,NCIH650,5.067174
104051,GNE-317,NCIH650,1.409757
104052,GSK-LSD1,NCIH650,2.618236
104053,GSK1904529A,NCIH650,5.523785
104054,GSK2110183B,NCIH650,4.357015
104055,GSK2578215A,NCIH650,3.944484
104056,GSK2606414,NCIH650,4.989066
104057,GSK2801,NCIH650,5.133846
104058,GSK2830371,NCIH650,5.55311
104059,GSK343,NCIH650,3.89259
104060,GSK591,NCIH650,3.833024
104061,GW441756,NCIH650,3.719612
104062,Gallibiscoquinazole,NCIH650,3.087246
104063,Gefitinib,NCIH650,2.496576
104064,Gemcitabine,NCIH650,1.065282
104065,I-BET-762,NCIH650,3.007356
104066,ICL-SIRT078,NCIH650,4.61134
104067,IWP-2,NCIH650,2.343763
104068,Ibrutinib,NCIH650,5.551329
104069,Ipatasertib,NCIH650,4.624701
104070,JNK Inhibitor VIII,NCIH650,5.555852
104071,JQ1,NCIH650,4.761041
104072,KRAS (G12C) Inhibitor-12,NCIH650,3.646428
104073,KU-55933,NCIH650,4.997087
104074,L-Oxonoreleagnine,NCIH650,4.353363
104075,LCL161,NCIH650,4.289267
104076,LGK974,NCIH650,5.437196
104077,LJI308,NCIH650,5.316147
104078,LMP744,NCIH650,-0.380787
104079,LY2109761,NCIH650,5.437107
104080,Lapatinib,NCIH650,4.726109
104081,Leflunomide,NCIH650,5.771943
104082,Lenalidomide,NCIH650,5.314355
104083,Lestaurtinib,NCIH650,0.254591
104084,Linsitinib,NCIH650,4.147386
104085,Luminespib,NCIH650,-4.179635
104086,MG-132,NCIH650,-0.668743
104087,MIM1,NCIH650,5.546586
104088,MK-1775,NCIH650,1.761757
104089,MK-2206,NCIH650,4.671716
104090,MK-8776,NCIH650,3.021399
104091,ML323,NCIH650,5.559489
104092,MN-64,NCIH650,5.552164
104093,Methotrexate,NCIH650,2.61557
104094,Mirin,NCIH650,5.216639
104095,Mitoxantrone,NCIH650,2.051848
104096,Motesanib,NCIH650,5.555192
104097,Mycophenolic acid,NCIH650,1.50532
104098,N-acetyl cysteine,NCIH650,8.193385
104099,NU7441,NCIH650,4.187158
104100,NVP-ADW742,NCIH650,2.880973
104101,Navitoclax,NCIH650,4.10902
104102,Nelarabine,NCIH650,6.031271
104103,Nilotinib,NCIH650,4.373113
104104,Niraparib,NCIH650,5.285995
104105,Nutlin-3a (-),NCIH650,5.568942
104106,OF-1,NCIH650,5.329259
104107,OSI-027,NCIH650,3.727936
104108,Obatoclax Mesylate,NCIH650,0.810475
104109,Olaparib,NCIH650,5.12593
104110,Oxaliplatin,NCIH650,4.276009
104111,PCI-34051,NCIH650,5.098624
104112,PD0325901,NCIH650,1.566582
104113,PD173074,NCIH650,3.712393
104114,PFI-1,NCIH650,4.413253
104115,PFI3,NCIH650,5.297325
104116,POMHEX,NCIH650,2.788445
104117,PRIMA-1MET,NCIH650,3.160443
104118,PRT062607,NCIH650,3.088316
104119,Paclitaxel,NCIH650,-0.565781
104120,Palbociclib,NCIH650,4.826778
104121,Pevonedistat,NCIH650,0.790362
104122,Picolinici-acid,NCIH650,5.321004
104123,Pictilisib,NCIH650,2.720696
104124,Podophyllotoxin bromide,NCIH650,-0.175536
104125,Pyridostatin,NCIH650,3.306771
104126,RO-3306,NCIH650,3.82547
104127,RVX-208,NCIH650,4.701329
104128,Refametinib,NCIH650,2.455287
104129,Ribociclib,NCIH650,4.181176
104130,Romidepsin,NCIH650,-5.570082
104131,Rucaparib,NCIH650,4.292561
104132,Ruxolitinib,NCIH650,4.382743
104133,SB216763,NCIH650,4.430256
104134,SB590885,NCIH650,4.669723
104135,SCH772984,NCIH650,2.46428
104136,SGC-CBP30,NCIH650,4.239618
104137,SGC0946,NCIH650,1.956854
104138,SN-38,NCIH650,3.852129
104139,Sabutoclax,NCIH650,1.3881
104140,Sapitinib,NCIH650,4.627462
104141,Savolitinib,NCIH650,2.307627
104142,Schweinfurthin A,NCIH650,3.056557
104143,Selumetinib,NCIH650,4.03285
104144,Sepantronium bromide,NCIH650,-3.774017
104145,Serdemetan,NCIH650,4.822514
104146,Sinularin,NCIH650,3.153071
104147,Sorafenib,NCIH650,2.321627
104148,Talazoparib,NCIH650,3.267305
104149,Tamoxifen,NCIH650,4.451437
104150,Tanespimycin,NCIH650,-0.236067
104151,Telomerase Inhibitor IX,NCIH650,0.494328
104152,Temsirolimus,NCIH650,1.744342
104153,Teniposide,NCIH650,0.46621
104154,Topotecan,NCIH650,0.309902
104155,Trametinib,NCIH650,0.460507
104156,UMI-77,NCIH650,2.898019
104157,UNC0379,NCIH650,4.575106
104158,UNC0638,NCIH650,4.774563
104159,Ulixertinib,NCIH650,2.710443
104160,Uprosertib,NCIH650,4.71852
104161,VE-822,NCIH650,4.738877
104162,VX-11e,NCIH650,2.997143
104163,Veliparib,NCIH650,5.162337
104164,Venetoclax,NCIH650,2.004488
104165,Vinblastine,NCIH650,-2.327924
104166,Vincristine,NCIH650,-0.600929
104167,Vinorelbine,NCIH650,-2.863895
104168,Vismodegib,NCIH650,4.583535
104169,Vorinostat,NCIH650,1.868504
104170,WEHI-539,NCIH650,3.904978
104171,WIKI4,NCIH650,3.187533
