,drug,cell_line,IC50
95221,Vorinostat,RS411,-0.292996
95222,WEHI-539,RS411,2.80487
95223,WIKI4,RS411,2.637081
95224,Wee1 Inhibitor,RS411,0.740033
95225,XAV939,RS411,4.147474
95226,ZM447439,RS411,-0.619491
95227,Zoledronate,RS411,2.361694
95228,alpha-lipoic acid,RS411,6.585692
95229,glutathione,RS411,8.554022
95230,5-Fluorouracil,NCIH2347,8.435475
95231,5-azacytidine,NCIH2347,6.563122
95232,A-366,NCIH2347,7.419346
95233,ABT737,NCIH2347,1.860974
95234,AGI-5198,NCIH2347,4.643605
95235,AGK2,NCIH2347,4.543726
95236,AMG-319,NCIH2347,6.437004
95237,AT13148,NCIH2347,7.140214
95238,AZ6102,NCIH2347,3.532302
95239,AZD3759,NCIH2347,4.104338
95240,AZD4547,NCIH2347,6.267243
95241,AZD5363,NCIH2347,4.974778
95242,AZD6738,NCIH2347,4.207555
95243,AZD7762,NCIH2347,2.885394
95244,AZD8055,NCIH2347,0.866235
95245,AZD8186,NCIH2347,4.44218
95246,Afatinib,NCIH2347,4.078229
95247,Afuresertib,NCIH2347,5.644701
95248,Alisertib,NCIH2347,5.285675
95249,Alpelisib,NCIH2347,7.189801
95250,Avagacestat,NCIH2347,6.493989
95251,Axitinib,NCIH2347,4.395166
95252,BI-2536,NCIH2347,5.628297
95253,BIBR-1532,NCIH2347,6.449269
95254,Bleomycin (50 uM),NCIH2347,5.708157
95255,Bortezomib,NCIH2347,-3.632876
95256,Bosutinib,NCIH2347,3.054952
95257,Buparlisib,NCIH2347,2.716782
95258,CPI-637,NCIH2347,6.694041
95259,Camptothecin,NCIH2347,0.399737
95260,Cediranib,NCIH2347,4.196556
95261,Cisplatin,NCIH2347,6.248894
95262,Crizotinib,NCIH2347,6.298879
95263,Cytarabine,NCIH2347,4.410008
95264,Dabrafenib,NCIH2347,6.773989
95265,Dactolisib,NCIH2347,-0.304454
95266,Dasatinib,NCIH2347,6.24587
95267,Docetaxel,NCIH2347,0.857092
95268,Doramapimod,NCIH2347,7.319174
95269,EHT-1864,NCIH2347,5.165716
95270,EPZ004777,NCIH2347,7.07301
95271,EPZ5676,NCIH2347,7.039284
95272,Epirubicin,NCIH2347,0.911167
95273,Erlotinib,NCIH2347,5.564998
95274,Foretinib,NCIH2347,4.233835
95275,Fulvestrant,NCIH2347,5.109351
95276,GNE-317,NCIH2347,2.051246
95277,GSK1904529A,NCIH2347,6.475998
95278,GSK2578215A,NCIH2347,6.143406
95279,GSK2830371,NCIH2347,7.594417
95280,GSK591,NCIH2347,5.827073
95281,GW441756,NCIH2347,3.667337
95282,Gefitinib,NCIH2347,5.820748
95283,Gemcitabine,NCIH2347,5.144851
95284,I-BRD9,NCIH2347,6.990606
95285,ICL-SIRT078,NCIH2347,7.372842
95286,Ipatasertib,NCIH2347,6.009032
95287,Irinotecan,NCIH2347,5.963608
95288,JNK Inhibitor VIII,NCIH2347,6.490132
95289,JQ1,NCIH2347,4.10983
95290,KU-55933,NCIH2347,5.301109
95291,LGK974,NCIH2347,6.22605
95292,LJI308,NCIH2347,7.294072
95293,Lapatinib,NCIH2347,7.423391
95294,Lenalidomide,NCIH2347,7.400246
95295,Lestaurtinib,NCIH2347,1.58359
95296,Linsitinib,NCIH2347,5.98363
95297,MG-132,NCIH2347,-0.867614
95298,MIM1,NCIH2347,5.449102
95299,MIRA-1,NCIH2347,7.596083
95300,MK-1775,NCIH2347,3.933482
95301,MK-2206,NCIH2347,6.473
95302,MK-8776,NCIH2347,5.365251
95303,Methotrexate,NCIH2347,0.482842
95304,Motesanib,NCIH2347,7.401078
95305,Mycophenolic acid,NCIH2347,5.738262
95306,N-acetyl cysteine,NCIH2347,10.686679
95307,NU7441,NCIH2347,4.287165
95308,NVP-ADW742,NCIH2347,4.289661
95309,Navitoclax,NCIH2347,2.450531
95310,Nilotinib,NCIH2347,6.396573
95311,Nutlin-3a (-),NCIH2347,7.336531
95312,OSI-027,NCIH2347,5.199701
95313,Obatoclax Mesylate,NCIH2347,1.584578
95314,Olaparib,NCIH2347,6.33967
95315,Osimertinib,NCIH2347,3.557563
95316,Oxaliplatin,NCIH2347,6.515446
95317,P22077,NCIH2347,4.821736
95318,PD0325901,NCIH2347,0.861523
95319,PD173074,NCIH2347,5.451819
95320,PFI-1,NCIH2347,5.256664
95321,PLX-4720,NCIH2347,6.23452
95322,POMHEX,NCIH2347,3.84711
95323,Paclitaxel,NCIH2347,1.720811
95324,Palbociclib,NCIH2347,5.86497
95325,Pictilisib,NCIH2347,4.077234
95326,Pyridostatin,NCIH2347,5.88418
95327,RO-3306,NCIH2347,7.604965
95328,Rapamycin,NCIH2347,0.486769
95329,Remodelin,NCIH2347,4.512731
95330,Rucaparib,NCIH2347,6.065146
95331,SB216763,NCIH2347,7.191255
95332,SB590885,NCIH2347,6.334822
95333,SCH772984,NCIH2347,3.878967
95334,SGC0946,NCIH2347,3.723115
95335,Sapitinib,NCIH2347,5.988573
95336,Selumetinib,NCIH2347,2.666604
95337,Sepantronium bromide,NCIH2347,-5.408268
95338,Serdemetan,NCIH2347,3.515202
95339,Sorafenib,NCIH2347,4.746596
95340,Staurosporine,NCIH2347,0.579327
95341,Talazoparib,NCIH2347,5.343263
95342,Tamoxifen,NCIH2347,6.061637
95343,Tanespimycin,NCIH2347,2.186461
95344,Taselisib,NCIH2347,5.101065
95345,Telomerase Inhibitor IX,NCIH2347,2.561533
95346,Temozolomide,NCIH2347,8.577197
95347,Temsirolimus,NCIH2347,2.095043
95348,Trametinib,NCIH2347,0.233412
95349,UMI-77,NCIH2347,4.070183
95350,UNC0379,NCIH2347,5.276147
95351,UNC0638,NCIH2347,5.553918
95352,Ulixertinib,NCIH2347,4.320656
95353,Uprosertib,NCIH2347,6.130923
95354,VE821,NCIH2347,7.146217
95355,Veliparib,NCIH2347,6.238782
95356,Venetoclax,NCIH2347,2.874357
95357,Vinblastine,NCIH2347,1.624939
95358,Vinorelbine,NCIH2347,2.882687
95359,Vismodegib,NCIH2347,6.756173
95360,Vorinostat,NCIH2347,2.947479
95361,WEHI-539,NCIH2347,3.545517
95362,WIKI4,NCIH2347,3.486014
95363,Wee1 Inhibitor,NCIH2347,5.822653
95364,ZM447439,NCIH2347,5.025119
95365,alpha-lipoic acid,NCIH2347,9.402877
95366,glutathione,NCIH2347,10.054587
95367,5-Fluorouracil,MDAMB415,5.356341
95368,5-azacytidine,MDAMB415,3.199648
95369,A-366,MDAMB415,4.014677
95370,ABT737,MDAMB415,0.429958
95371,AGI-5198,MDAMB415,3.989589
95372,AGI-6780,MDAMB415,4.451917
95373,AGK2,MDAMB415,2.494378
95374,AMG-319,MDAMB415,3.119266
95375,AT13148,MDAMB415,0.930804
95376,AZ6102,MDAMB415,2.249542
95377,AZ960,MDAMB415,3.55555
95378,AZD1208,MDAMB415,5.188777
95379,AZD1332,MDAMB415,3.908878
95380,AZD2014,MDAMB415,1.627822
95381,AZD3759,MDAMB415,2.629069
95382,AZD4547,MDAMB415,1.489107
95383,AZD5153,MDAMB415,2.030192
95384,AZD5363,MDAMB415,-0.445981
95385,AZD5438,MDAMB415,2.59414
95386,AZD5582,MDAMB415,0.164466
95387,AZD5991,MDAMB415,2.98097
95388,AZD6482,MDAMB415,0.070392
95389,AZD6738,MDAMB415,2.482012
95390,AZD7762,MDAMB415,2.40307
95391,AZD8055,MDAMB415,-1.170025
95392,AZD8186,MDAMB415,-1.60915
95393,Acetalax,MDAMB415,0.18737
95394,Afatinib,MDAMB415,2.242572
95395,Afuresertib,MDAMB415,-0.857367
95396,Alisertib,MDAMB415,3.007594
95397,Alpelisib,MDAMB415,4.110934
95398,Avagacestat,MDAMB415,4.499524
95399,Axitinib,MDAMB415,3.897776
95400,BI-2536,MDAMB415,2.428827
95401,BIBR-1532,MDAMB415,3.346183
95402,BMS-345541,MDAMB415,5.221032
95403,Bleomycin (50 uM),MDAMB415,6.404869
95404,Bortezomib,MDAMB415,-3.80185
95405,Bosutinib,MDAMB415,3.003274
95406,Bromosporine,MDAMB415,3.425906
95407,Buparlisib,MDAMB415,1.071264
95408,CPI-637,MDAMB415,3.717216
95409,CZC24832,MDAMB415,5.215388
95410,Camptothecin,MDAMB415,0.050204
95411,Carmustine,MDAMB415,5.84865
95412,Cediranib,MDAMB415,1.633691
95413,Cisplatin,MDAMB415,4.704719
95414,Crizotinib,MDAMB415,3.584359
95415,Cytarabine,MDAMB415,2.56375
95416,Dabrafenib,MDAMB415,4.631454
95417,Dacarbazine,MDAMB415,5.203712
95418,Dactolisib,MDAMB415,-3.601244
95419,Daporinad,MDAMB415,-3.042959
95420,Dasatinib,MDAMB415,1.837591
95421,Dihydrorotenone,MDAMB415,0.947626
95422,Docetaxel,MDAMB415,-4.354914
95423,Doramapimod,MDAMB415,4.137273
95424,EHT-1864,MDAMB415,2.845732
95425,EPZ004777,MDAMB415,4.534504
95426,EPZ5676,MDAMB415,5.540977
95427,Elephantin,MDAMB415,2.633553
95428,Entinostat,MDAMB415,3.014332
95429,Entospletinib,MDAMB415,4.980639
95430,Epirubicin,MDAMB415,0.076078
95431,Erlotinib,MDAMB415,3.291888
95432,Foretinib,MDAMB415,1.374008
95433,Fulvestrant,MDAMB415,2.095092
95434,GNE-317,MDAMB415,-1.209243
95435,GSK-LSD1,MDAMB415,2.960785
95436,GSK1904529A,MDAMB415,3.976925
95437,GSK2110183B,MDAMB415,0.04962
95438,GSK2578215A,MDAMB415,4.455167
95439,GSK2606414,MDAMB415,4.676289
95440,GSK269962A,MDAMB415,2.579623
95441,GSK2801,MDAMB415,5.271005
95442,GSK2830371,MDAMB415,5.276645
95443,GSK591,MDAMB415,3.831993
95444,GW441756,MDAMB415,1.472298
95445,Gallibiscoquinazole,MDAMB415,1.034826
95446,Gefitinib,MDAMB415,2.769355
95447,Gemcitabine,MDAMB415,4.003605
95448,I-BET-762,MDAMB415,5.201359
95449,I-BRD9,MDAMB415,3.132055
95450,ICL-SIRT078,MDAMB415,4.488619
95451,IWP-2,MDAMB415,2.052304
95452,Ibrutinib,MDAMB415,4.055396
95453,Ipatasertib,MDAMB415,-0.68995
95454,Irinotecan,MDAMB415,4.045998
95455,JNK Inhibitor VIII,MDAMB415,5.12666
95456,JQ1,MDAMB415,3.246983
95457,KRAS (G12C) Inhibitor-12,MDAMB415,5.516073
95458,KU-55933,MDAMB415,3.331936
95459,L-Oxonoreleagnine,MDAMB415,1.876796
95460,LCL161,MDAMB415,4.975734
95461,LGK974,MDAMB415,3.923951
95462,LJI308,MDAMB415,5.041215
95463,LY2109761,MDAMB415,4.896534
95464,Lapatinib,MDAMB415,2.367683
95465,Leflunomide,MDAMB415,4.589343
95466,Lenalidomide,MDAMB415,5.242542
95467,Lestaurtinib,MDAMB415,1.004786
95468,Linsitinib,MDAMB415,5.044008
95469,MG-132,MDAMB415,-0.675081
95470,MIM1,MDAMB415,4.41703
95471,MIRA-1,MDAMB415,4.101473
95472,MK-1775,MDAMB415,3.024783
95473,MK-2206,MDAMB415,-0.244861
95474,MK-8776,MDAMB415,4.339857
95475,ML323,MDAMB415,4.718226
95476,MN-64,MDAMB415,4.687538
95477,Methotrexate,MDAMB415,1.334036
95478,Mitoxantrone,MDAMB415,0.813348
95479,Motesanib,MDAMB415,5.276645
95480,Mycophenolic acid,MDAMB415,1.72458
95481,N-acetyl cysteine,MDAMB415,9.635064
95482,NU7441,MDAMB415,1.501173
95483,NVP-ADW742,MDAMB415,3.04723
95484,Navitoclax,MDAMB415,0.081363
95485,Nelarabine,MDAMB415,5.338272
95486,Nilotinib,MDAMB415,2.880854
95487,Niraparib,MDAMB415,4.740694
95488,Nutlin-3a (-),MDAMB415,4.468658
95489,OF-1,MDAMB415,3.534281
95490,OSI-027,MDAMB415,1.399858
95491,OTX015,MDAMB415,3.948696
95492,Obatoclax Mesylate,MDAMB415,0.638541
95493,Olaparib,MDAMB415,4.116108
95494,Osimertinib,MDAMB415,1.274352
95495,Oxaliplatin,MDAMB415,4.293488
95496,P22077,MDAMB415,3.409862
95497,PCI-34051,MDAMB415,5.168531
95498,PD0325901,MDAMB415,2.291481
95499,PD173074,MDAMB415,3.986061
95500,PF-4708671,MDAMB415,3.954115
95501,PFI-1,MDAMB415,4.499239
95502,PFI3,MDAMB415,5.083482
95503,PLX-4720,MDAMB415,4.476002
95504,POMHEX,MDAMB415,1.28832
95505,PRIMA-1MET,MDAMB415,2.674118
95506,Paclitaxel,MDAMB415,-3.463808
95507,Palbociclib,MDAMB415,3.756781
95508,Picolinici-acid,MDAMB415,5.083883
95509,Pictilisib,MDAMB415,-0.288872
95510,Podophyllotoxin bromide,MDAMB415,-1.207384
95511,Pyridostatin,MDAMB415,1.943876
95512,RO-3306,MDAMB415,3.073521
95513,RVX-208,MDAMB415,5.142074
95514,Rapamycin,MDAMB415,-4.630912
95515,Romidepsin,MDAMB415,-4.939649
95516,Rucaparib,MDAMB415,3.637581
95517,Ruxolitinib,MDAMB415,4.694276
95518,SB216763,MDAMB415,5.356956
95519,SB590885,MDAMB415,4.582397
95520,SCH772984,MDAMB415,2.779725
95521,SGC-CBP30,MDAMB415,4.511303
95522,SGC0946,MDAMB415,1.760885
95523,Sabutoclax,MDAMB415,-0.608399
95524,Sapitinib,MDAMB415,3.957429
95525,Schweinfurthin A,MDAMB415,2.524435
95526,Selumetinib,MDAMB415,3.718494
95527,Sepantronium bromide,MDAMB415,-3.425439
95528,Serdemetan,MDAMB415,4.303379
95529,Sinularin,MDAMB415,2.802316
95530,Sorafenib,MDAMB415,2.497266
95531,Staurosporine,MDAMB415,-2.328503
95532,TW 37,MDAMB415,0.93212
95533,Talazoparib,MDAMB415,3.758286
95534,Tamoxifen,MDAMB415,2.848887
95535,Tanespimycin,MDAMB415,-0.294175
95536,Taselisib,MDAMB415,1.414598
95537,Telomerase Inhibitor IX,MDAMB415,0.886382
95538,Temozolomide,MDAMB415,5.879912
95539,Teniposide,MDAMB415,2.17792
95540,Topotecan,MDAMB415,1.53531
95541,Tozasertib,MDAMB415,4.623404
95542,Trametinib,MDAMB415,1.128074
95543,UMI-77,MDAMB415,1.833125
95544,UNC0379,MDAMB415,4.394532
95545,UNC0638,MDAMB415,3.263078
95546,Ulixertinib,MDAMB415,3.184318
95547,Uprosertib,MDAMB415,-0.468047
95548,VE-822,MDAMB415,4.578177
95549,VE821,MDAMB415,5.210977
95550,Veliparib,MDAMB415,4.843204
95551,Venetoclax,MDAMB415,1.74569
95552,Vinblastine,MDAMB415,-3.872312
95553,Vinorelbine,MDAMB415,-2.957437
95554,Vismodegib,MDAMB415,4.891257
95555,Vorinostat,MDAMB415,1.922995
95556,WEHI-539,MDAMB415,1.906131
95557,WIKI4,MDAMB415,3.892707
95558,Wee1 Inhibitor,MDAMB415,3.436352
95559,XAV939,MDAMB415,5.201804
95560,ZM447439,MDAMB415,3.846838
95561,Zoledronate,MDAMB415,2.343537
95562,alpha-lipoic acid,MDAMB415,7.12613
95563,glutathione,MDAMB415,8.382539
95564,5-Fluorouracil,HCC15,3.781245
95565,5-azacytidine,HCC15,1.294681
95566,A-366,HCC15,4.984211
95567,ABT737,HCC15,-0.988617
95568,AGI-5198,HCC15,4.365662
95569,AGI-6780,HCC15,4.793574
95570,AGK2,HCC15,2.703345
95571,AMG-319,HCC15,5.066435
95572,AT13148,HCC15,4.821012
95573,AZ6102,HCC15,4.085084
95574,AZ960,HCC15,2.195069
95575,AZD1208,HCC15,5.78466
95576,AZD1332,HCC15,4.537828
95577,AZD2014,HCC15,2.825067
95578,AZD3759,HCC15,3.881852
95579,AZD4547,HCC15,1.624731
95580,AZD5153,HCC15,4.023836
95581,AZD5363,HCC15,3.99744
95582,AZD5438,HCC15,3.207437
95583,AZD5582,HCC15,2.058598
95584,AZD5991,HCC15,4.75726
95585,AZD6738,HCC15,4.292481
95586,AZD7762,HCC15,1.252185
95587,AZD8055,HCC15,0.462563
95588,AZD8186,HCC15,4.304506
95589,Acetalax,HCC15,5.2288
95590,Afatinib,HCC15,2.654989
95591,Afuresertib,HCC15,3.383025
95592,Alisertib,HCC15,-1.545201
95593,Alpelisib,HCC15,5.020437
95594,Avagacestat,HCC15,4.988074
95595,Axitinib,HCC15,1.454935
95596,BI-2536,HCC15,-1.679592
95597,BIBR-1532,HCC15,5.452096
95598,BMS-345541,HCC15,4.040057
95599,Bleomycin (50 uM),HCC15,4.32297
95600,Bortezomib,HCC15,-4.670093
95601,Bosutinib,HCC15,3.633181
95602,Bromosporine,HCC15,2.801841
95603,Buparlisib,HCC15,0.630955
95604,CPI-637,HCC15,3.559446
95605,CZC24832,HCC15,5.490473
95606,Camptothecin,HCC15,-1.569395
95607,Carmustine,HCC15,5.674863
95608,Cediranib,HCC15,4.216703
95609,Cisplatin,HCC15,4.289683
95610,Crizotinib,HCC15,2.212301
95611,Cytarabine,HCC15,2.712809
95612,Dabrafenib,HCC15,4.625768
95613,Dacarbazine,HCC15,4.40508
95614,Dactolisib,HCC15,-1.35908
95615,Dasatinib,HCC15,2.529458
95616,Dihydrorotenone,HCC15,-0.298151
95617,Docetaxel,HCC15,-6.299937
95618,Doramapimod,HCC15,5.677689
95619,EHT-1864,HCC15,3.386187
95620,EPZ004777,HCC15,5.556386
95621,EPZ5676,HCC15,5.398817
95622,Elephantin,HCC15,5.405131
95623,Entinostat,HCC15,5.27237
95624,Entospletinib,HCC15,3.692273
95625,Epirubicin,HCC15,1.361232
95626,Erlotinib,HCC15,2.289131
95627,Foretinib,HCC15,0.242048
95628,Fulvestrant,HCC15,3.672254
95629,GNE-317,HCC15,1.370545
95630,GSK-LSD1,HCC15,3.498287
95631,GSK1904529A,HCC15,4.655478
95632,GSK2110183B,HCC15,4.377889
95633,GSK2578215A,HCC15,5.903462
95634,GSK2606414,HCC15,4.52096
95635,GSK2801,HCC15,5.564843
95636,GSK2830371,HCC15,4.721982
95637,GSK591,HCC15,5.390047
95638,GW441756,HCC15,2.074706
95639,Gallibiscoquinazole,HCC15,3.422166
95640,Gefitinib,HCC15,2.847451
95641,Gemcitabine,HCC15,-1.694657
95642,I-BET-762,HCC15,3.996917
95643,I-BRD9,HCC15,5.90624
95644,ICL-SIRT078,HCC15,4.679158
95645,IWP-2,HCC15,3.603655
95646,Ibrutinib,HCC15,5.833521
95647,Ipatasertib,HCC15,5.488079
95648,Irinotecan,HCC15,3.504034
95649,JNK Inhibitor VIII,HCC15,5.476094
95650,JQ1,HCC15,2.197578
95651,KRAS (G12C) Inhibitor-12,HCC15,5.475134
95652,KU-55933,HCC15,4.705804
95653,L-Oxonoreleagnine,HCC15,3.501627
95654,LCL161,HCC15,5.550115
95655,LGK974,HCC15,3.397026
95656,LJI308,HCC15,5.773586
95657,LY2109761,HCC15,5.857356
95658,Lapatinib,HCC15,4.208715
95659,Leflunomide,HCC15,5.084894
95660,Lenalidomide,HCC15,5.886203
95661,Lestaurtinib,HCC15,1.28909
95662,Linsitinib,HCC15,3.419618
95663,MG-132,HCC15,-1.067239
95664,MIM1,HCC15,3.846094
95665,MIRA-1,HCC15,5.343437
95666,MK-1775,HCC15,0.281253
95667,MK-2206,HCC15,3.603684
95668,MK-8776,HCC15,5.01359
95669,ML323,HCC15,4.134647
95670,MN-64,HCC15,4.062556
95671,Methotrexate,HCC15,0.769065
95672,Mitoxantrone,HCC15,1.926501
95673,Motesanib,HCC15,5.72587
95674,Mycophenolic acid,HCC15,2.374765
95675,N-acetyl cysteine,HCC15,9.378763
95676,NU7441,HCC15,3.060368
95677,NVP-ADW742,HCC15,2.13579
95678,Navitoclax,HCC15,-1.558481
95679,Nelarabine,HCC15,6.147713
95680,Nilotinib,HCC15,2.615787
95681,Niraparib,HCC15,5.669255
95682,Nutlin-3a (-),HCC15,5.488922
95683,OF-1,HCC15,4.070004
95684,OSI-027,HCC15,3.423416
95685,OTX015,HCC15,3.786651
95686,Obatoclax Mesylate,HCC15,0.352149
95687,Olaparib,HCC15,4.324566
95688,Osimertinib,HCC15,2.527723
95689,Oxaliplatin,HCC15,4.97381
95690,P22077,HCC15,5.102451
95691,PCI-34051,HCC15,4.804417
95692,PD0325901,HCC15,0.192931
95693,PD173074,HCC15,5.390967
95694,PFI-1,HCC15,3.872103
95695,PFI3,HCC15,5.655653
95696,PLX-4720,HCC15,5.700125
95697,POMHEX,HCC15,1.674538
95698,PRIMA-1MET,HCC15,6.975727
95699,Paclitaxel,HCC15,-5.090637
95700,Palbociclib,HCC15,5.828476
95701,Picolinici-acid,HCC15,5.714695
95702,Pictilisib,HCC15,1.962602
95703,Podophyllotoxin bromide,HCC15,0.494719
95704,Pyridostatin,HCC15,2.264778
95705,RO-3306,HCC15,3.896495
95706,RVX-208,HCC15,5.67318
95707,Rapamycin,HCC15,-0.982606
95708,Remodelin,HCC15,3.80251
95709,Romidepsin,HCC15,-5.127267
95710,Rucaparib,HCC15,5.0122
95711,Ruxolitinib,HCC15,5.470563
95712,SB216763,HCC15,5.778833
95713,SB590885,HCC15,5.135103
95714,SCH772984,HCC15,2.728265
95715,SGC-CBP30,HCC15,4.957131
95716,SGC0946,HCC15,2.872606
95717,Sabutoclax,HCC15,1.060855
95718,Sapitinib,HCC15,5.727848
95719,Schweinfurthin A,HCC15,3.603655
95720,Selumetinib,HCC15,2.274736
95721,Sepantronium bromide,HCC15,-4.306695
95722,Serdemetan,HCC15,3.380139
95723,Sinularin,HCC15,4.363249
95724,Sorafenib,HCC15,2.839081
95725,Staurosporine,HCC15,-1.944589
95726,Talazoparib,HCC15,3.63208
95727,Tamoxifen,HCC15,3.551005
95728,Tanespimycin,HCC15,-1.02217
95729,Taselisib,HCC15,3.479368
95730,Telomerase Inhibitor IX,HCC15,3.705303
95731,Temozolomide,HCC15,6.809803
95732,Temsirolimus,HCC15,1.640197
95733,Teniposide,HCC15,2.201111
95734,Topotecan,HCC15,1.912088
95735,Trametinib,HCC15,0.421036
95736,UMI-77,HCC15,3.630746
95737,UNC0379,HCC15,5.069315
95738,UNC0638,HCC15,4.830824
95739,Ulixertinib,HCC15,2.641013
95740,Uprosertib,HCC15,4.600816
95741,VE-822,HCC15,4.662567
95742,VE821,HCC15,5.847122
95743,Veliparib,HCC15,5.359856
95744,Venetoclax,HCC15,0.933266
95745,Vincristine,HCC15,2.038251
95746,Vinorelbine,HCC15,-3.982128
95747,Vismodegib,HCC15,5.321994
95748,Vorinostat,HCC15,2.026298
95749,WEHI-539,HCC15,1.15853
95750,WIKI4,HCC15,3.787966
95751,Wee1 Inhibitor,HCC15,2.593343
95752,XAV939,HCC15,4.629889
95753,ZM447439,HCC15,0.966315
95754,Zoledronate,HCC15,4.078617
95755,alpha-lipoic acid,HCC15,5.949159
95756,glutathione,HCC15,9.84862
95757,5-Fluorouracil,MFE296,6.968622
95758,5-azacytidine,MFE296,3.059922
95759,A-366,MFE296,5.039612
95760,ABT737,MFE296,3.233132
95761,AGI-5198,MFE296,4.301731
95762,AGI-6780,MFE296,4.238367
95763,AGK2,MFE296,3.496056
95764,AMG-319,MFE296,3.763889
95765,AT13148,MFE296,4.413813
95766,AZ6102,MFE296,3.708363
95767,AZ960,MFE296,4.03174
95768,AZD1208,MFE296,5.681525
95769,AZD1332,MFE296,4.964675
95770,AZD2014,MFE296,3.157722
95771,AZD3759,MFE296,2.742281
95772,AZD4547,MFE296,1.828435
95773,AZD5153,MFE296,4.212167
95774,AZD5363,MFE296,2.709502
95775,AZD5438,MFE296,2.204567
95776,AZD5582,MFE296,4.431101
95777,AZD5991,MFE296,4.376123
95778,AZD6738,MFE296,3.041707
95779,AZD7762,MFE296,1.177058
95780,AZD8055,MFE296,2.763974
95781,AZD8186,MFE296,4.674342
95782,Acetalax,MFE296,0.283086
95783,Afatinib,MFE296,3.636634
95784,Afuresertib,MFE296,1.485186
95785,Alisertib,MFE296,3.042469
95786,Alpelisib,MFE296,4.957321
95787,Avagacestat,MFE296,5.948366
95788,Axitinib,MFE296,2.543814
95789,BI-2536,MFE296,-0.598473
95790,BIBR-1532,MFE296,4.726597
95791,BMS-345541,MFE296,3.690225
95792,Bleomycin (50 uM),MFE296,4.642915
95793,Bortezomib,MFE296,-3.580802
95794,Bosutinib,MFE296,3.683218
95795,Bromosporine,MFE296,3.59495
95796,Buparlisib,MFE296,1.902229
95797,CPI-637,MFE296,4.776156
95798,CZC24832,MFE296,4.607539
95799,Camptothecin,MFE296,-2.009829
95800,Carmustine,MFE296,6.721077
95801,Cediranib,MFE296,3.648407
95802,Cisplatin,MFE296,4.933667
95803,Crizotinib,MFE296,4.941282
95804,Cytarabine,MFE296,4.034681
95805,Dabrafenib,MFE296,4.57136
95806,Dacarbazine,MFE296,5.339972
95807,Dactolisib,MFE296,1.383423
95808,Dasatinib,MFE296,3.184363
95809,Dihydrorotenone,MFE296,-3.915843
95810,Docetaxel,MFE296,0.076384
95811,Doramapimod,MFE296,5.62015
95812,EHT-1864,MFE296,2.252828
95813,EPZ004777,MFE296,5.212885
95814,EPZ5676,MFE296,5.260998
95815,Elephantin,MFE296,5.622687
95816,Entinostat,MFE296,3.445063
95817,Entospletinib,MFE296,4.741715
95818,Epirubicin,MFE296,0.522833
95819,Erlotinib,MFE296,2.777094
95820,Foretinib,MFE296,1.543957
95821,Fulvestrant,MFE296,3.577112
95822,GNE-317,MFE296,2.831852
95823,GSK-LSD1,MFE296,2.911189
95824,GSK1904529A,MFE296,4.965145
95825,GSK2110183B,MFE296,4.353255
95826,GSK2578215A,MFE296,5.690902
95827,GSK2606414,MFE296,4.247152
95828,GSK2801,MFE296,4.739471
95829,GSK2830371,MFE296,5.304647
95830,GSK591,MFE296,5.290027
95831,GW441756,MFE296,3.927547
95832,Gallibiscoquinazole,MFE296,2.209979
95833,Gefitinib,MFE296,3.962454
95834,Gemcitabine,MFE296,2.275647
95835,I-BET-762,MFE296,4.969368
95836,I-BRD9,MFE296,5.681779
95837,ICL-SIRT078,MFE296,5.499502
95838,IWP-2,MFE296,2.608916
95839,Ibrutinib,MFE296,5.570381
95840,Ipatasertib,MFE296,2.842443
95841,Irinotecan,MFE296,2.822112
95842,JNK Inhibitor VIII,MFE296,5.575113
95843,JQ1,MFE296,5.003214
95844,KRAS (G12C) Inhibitor-12,MFE296,5.818919
95845,KU-55933,MFE296,4.866854
95846,L-Oxonoreleagnine,MFE296,3.89228
95847,LCL161,MFE296,4.282333
95848,LGK974,MFE296,2.994275
95849,LJI308,MFE296,5.69512
95850,LY2109761,MFE296,4.290888
95851,Lapatinib,MFE296,5.954996
95852,Leflunomide,MFE296,5.084109
95853,Lenalidomide,MFE296,5.686626
95854,Lestaurtinib,MFE296,2.830257
95855,Linsitinib,MFE296,5.023837
95856,MG-132,MFE296,-0.553592
95857,MIM1,MFE296,4.073843
95858,MIRA-1,MFE296,5.432258
95859,MK-1775,MFE296,2.492263
95860,MK-2206,MFE296,4.119775
95861,MK-8776,MFE296,1.621677
95862,ML323,MFE296,3.881045
95863,MN-64,MFE296,4.0211
95864,Methotrexate,MFE296,1.188907
95865,Mitoxantrone,MFE296,2.126175
95866,Motesanib,MFE296,5.69512
95867,Mycophenolic acid,MFE296,3.631359
95868,N-acetyl cysteine,MFE296,10.143958
95869,NU7441,MFE296,2.924045
95870,NVP-ADW742,MFE296,4.52184
95871,Navitoclax,MFE296,1.628077
95872,Nelarabine,MFE296,6.268864
95873,Nilotinib,MFE296,4.680533
95874,Niraparib,MFE296,4.806624
95875,Nutlin-3a (-),MFE296,4.650307
95876,OF-1,MFE296,1.49408
95877,OSI-027,MFE296,1.27867
95878,OTX015,MFE296,5.411288
95879,Obatoclax Mesylate,MFE296,0.124927
95880,Olaparib,MFE296,4.160576
95881,Osimertinib,MFE296,2.029236
95882,Oxaliplatin,MFE296,5.083403
95883,P22077,MFE296,3.615395
